班次	起飞时间	起点站	终点站	飞行时间	额定载量	已订票	是否起飞	价格
92	17:20	泉州	芒市	6	109	86	否	2362
93	14:50	芒市	通化	4	105	104	否	2230
94	20:00	加格达奇	马公	1	79	2	否	1182
95	10:00	佛山	海口	2	171	155	否	703
96	19:00	太原	神农架	1	154	150	否	199
97	06:00	日照	邯郸	6	196	127	否	917
98	06:30	荆州	兴义	4	150	132	否	570
99	03:40	红原	西宁	6	83	38	否	3036
100	00:40	郑州	河池	1	160	102	否	108
101	12:40	芒市	承德	6	250	116	否	561
102	01:00	杭州	临汾	2	231	34	否	1319
103	15:00	永州	百色	5	214	58	否	144
104	17:10	花土沟	怀化	6	62	6	否	3059
105	15:00	二连浩特	陇南	5	239	68	否	142
106	03:30	若羌	大连	1	101	88	否	3186
107	20:00	固原	延吉	7	74	19	否	3594
108	06:40	信阳	合肥	1	177	70	否	3795
109	16:50	巫山	大理	3	66	33	否	1932
110	21:30	西昌	赤峰	7	225	59	否	3899
111	11:10	扬州	梧州	3	87	58	否	3723
112	23:40	莎车	宁蒗	6	114	84	否	1414
113	23:20	阿里	建三江	1	243	139	否	2016
114	23:00	桂林	义乌	6	223	124	否	1643
115	04:10	布尔津	佳木斯	2	239	125	否	1964
116	04:50	呼伦贝尔	北京	1	116	6	否	2707
117	04:40	临沂	霍林郭勒	4	211	142	否	1294
118	16:00	台中	富蕴	7	211	177	否	3058
119	23:30	济宁	桂林	5	53	49	否	3545
120	04:20	泸州	马祖	1	221	64	否	2919
121	07:30	金门	鞍山	6	160	158	否	2740
122	18:50	百色	吕梁	1	98	61	否	754
123	20:20	珠海	安顺	1	235	169	否	2905
124	01:40	固原	天津	6	187	38	否	2509
125	15:40	佳木斯	普洱	7	161	2	否	3501
126	19:20	池州	和田	3	179	60	否	559
127	18:50	布尔津	海口	1	244	237	否	2939
128	09:00	大庆	伊宁	1	205	200	否	3911
129	14:50	上饶	满洲里	7	216	61	否	1737
130	04:50	昆明	南昌	6	65	39	否	3231
131	02:30	延吉	运城	4	201	42	否	1274
132	13:50	荔波	黑河	6	96	2	否	2008
133	18:00	克拉玛依	嘉义	6	186	112	否	264
134	05:50	惠州	沧源	2	76	72	否	1783
135	04:20	台中	昆明	1	183	42	否	2474
136	04:40	忻州	伊春	1	205	179	否	3384
137	20:40	阿克苏	宜春	4	226	138	否	2912
138	05:20	三亚	揭阳	6	79	7	否	2642
139	08:10	抚远	唐山	1	85	52	否	1071
140	08:40	延安	西宁	1	79	64	否	1349
141	03:00	毕节	塔城	1	237	128	否	2920
142	14:50	岳阳	沈阳	4	145	70	否	489
143	06:40	重庆	五大连池	4	101	21	否	1576
144	07:00	金昌	抚远	6	66	51	否	2434
145	17:20	信阳	康定	4	51	48	否	1786
146	14:50	神农架	深圳	2	54	5	否	179
147	21:40	广州	塔城	2	90	77	否	2673
148	10:50	六盘水	张家界	1	217	215	否	198
149	04:40	台东	郑州	6	109	105	否	3939
150	14:10	通化	吐鲁番	1	81	27	否	2819
151	15:50	榆林	香港	2	236	1	否	3296
152	17:10	荔波	鞍山	6	91	46	否	2537
153	05:50	郑州	张家口	7	57	44	否	3023
154	14:00	沧源	芜湖	1	96	44	否	2932
155	18:40	夏河	义乌	6	112	96	否	2077
156	12:30	南宁	阜阳	2	95	84	否	2400
157	12:00	温州	太原	7	53	26	否	1894
158	05:50	库尔勒	广州	2	151	36	否	2533
159	23:00	金昌	长春	4	117	30	否	1339
160	19:40	珠海	柳州	2	89	33	否	2309
161	17:10	莎车	金昌	5	94	14	否	1385
162	05:50	南竿	营口	3	93	43	否	3332
163	13:10	克拉玛依	阿拉善左	5	79	18	否	2142
164	13:50	庆阳	朝阳	7	143	38	否	3821
165	20:10	乌拉特中	盐城	3	190	176	否	2020
166	12:20	达州	扎兰屯	6	139	33	否	1011
167	22:00	天津	台中	1	234	8	否	1996
168	11:10	普洱	怀化	1	236	18	否	2465
169	04:00	重庆	陇南	7	103	71	否	1536
170	11:10	敦煌	嘉义	1	164	26	否	468
171	08:10	黑河	固原	7	199	57	否	2867
172	05:30	延安	乌海	7	161	16	否	505
173	02:20	马公	白山	2	144	115	否	3648
174	10:50	东营	扎兰屯	5	200	167	否	774
175	04:50	汉中	牡丹江	1	115	71	否	693
176	19:20	额济纳旗	格尔木	3	189	131	否	2380
177	22:10	嘉义	布尔津	4	168	104	否	3000
178	09:10	西双版纳	通辽	2	160	31	否	2773
179	02:20	运城	承德	5	163	29	否	628
180	13:00	库车	佛山	3	129	97	否	3261
181	16:40	包头	阿勒泰	5	137	100	否	1732
182	08:40	邵阳	延吉	7	54	4	否	3964
183	02:30	黑河	邯郸	4	249	21	否	2759
184	02:40	银川	嘉峪关	1	201	180	否	2771
185	16:30	昭通	青岛	4	82	11	否	1678
186	22:10	九江	扬州	6	187	16	否	576
187	12:10	吕梁	义乌	6	231	72	否	2665
188	20:50	洛阳	且末	2	232	120	否	1750
189	14:50	且末	武隆	2	143	57	否	1125
190	12:50	营口	荆州	5	69	12	否	2818
191	23:50	荆州	武隆	2	52	33	否	3621
192	01:00	白城	黎平	1	231	31	否	1492
193	01:40	榆林	延安	7	231	158	否	1094
194	10:20	日照	南充	5	145	134	否	588
195	04:20	宁波	海口	2	228	194	否	1354
196	18:40	攀枝花	乌拉特中	4	201	173	否	1261
197	18:50	忻州	义乌	3	159	150	否	1541
198	16:10	包头	南通	6	204	153	否	999
199	03:30	菏泽	延安	4	127	9	否	2327
200	14:40	扬州	青岛	4	54	18	否	779
201	01:30	鸡西	格尔木	6	155	151	否	1152
202	06:20	康定	南阳	7	142	73	否	3620
203	04:50	新源	黄山	1	165	39	否	695
204	15:50	梅州	黔江	1	84	34	否	978
205	06:10	包头	厦门	7	98	18	否	2311
206	03:40	香港	绵阳	2	150	35	否	2748
207	07:20	兰州	赣州	1	51	10	否	3067
208	11:20	徐州	三明	3	243	147	否	2488
209	16:20	河池	扬州	1	103	73	否	2134
210	16:50	庆阳	马祖	5	189	168	否	3621
211	03:10	乌拉特中	果洛	4	232	104	否	2785
212	19:20	嘉义	济南	2	250	182	否	668
213	00:10	德令哈	郑州	7	79	71	否	3910
214	21:40	榆林	中卫	1	241	226	否	2205
215	01:10	宜宾	松原	2	53	38	否	1647
216	15:30	中卫	衢州	5	72	66	否	193
217	15:30	威海	扎兰屯	5	143	126	否	3183
218	02:00	遵义	花莲	6	81	2	否	2923
219	09:10	固原	大理	2	212	176	否	1902
220	07:00	潍坊	延安	5	109	43	否	274
221	11:20	大连	佳木斯	2	92	88	否	1669
222	07:50	南宁	锦州	4	82	73	否	2649
223	03:00	湛江	南宁	5	60	17	否	2256
224	11:20	鄂尔多斯	汉中	3	52	21	否	3453
225	12:10	香港	普洱	5	134	21	否	3822
226	19:00	黎平	阿尔山	2	182	115	否	2715
227	15:30	且末	果洛	3	70	56	否	145
228	02:00	芜湖	中卫	5	166	28	否	324
229	04:40	凯里	延安	1	106	94	否	3304
230	08:50	宜昌	南充	2	56	26	否	3943
231	13:10	巫山	阿尔山	4	124	116	否	3943
232	13:30	十堰	忻州	3	84	26	否	2040
233	01:30	保山	二连浩特	1	143	68	否	1473
234	20:10	佛山	池州	2	135	132	否	1329
235	20:00	稻城	二连浩特	1	193	43	否	1511
236	20:00	武汉	锦州	7	196	63	否	2483
237	21:30	榆林	池州	1	97	51	否	904
238	00:40	邯郸	扬州	3	143	75	否	605
239	13:50	武隆	张家界	6	98	87	否	3653
240	07:20	乌兰察布	巴中	7	63	12	否	2471
241	14:30	荔波	牡丹江	1	143	27	否	2142
242	04:10	武隆	丹东	5	153	74	否	3957
243	16:00	景德镇	秦皇岛	7	168	133	否	2379
244	06:30	稻城	秦皇岛	4	91	48	否	796
245	21:50	鞍山	张家界	5	199	51	否	2186
246	15:50	格尔木	巫山	7	165	106	否	2779
247	21:30	阿里	且末	3	97	53	否	3677
248	00:20	齐齐哈尔	锦州	6	192	182	否	2222
249	17:10	三明	祁连	2	89	30	否	2490
250	19:00	西昌	漠河	3	92	87	否	925
251	19:30	中卫	三亚	2	67	53	否	1986
252	15:50	黑河	额济纳旗	5	124	113	否	1688
253	20:00	上饶	营口	5	136	123	否	2481
254	06:50	琼海	吐鲁番	7	87	6	否	222
255	12:10	锦州	哈密	4	89	82	否	961
256	17:40	二连浩特	富蕴	1	166	56	否	2388
257	20:20	三明	布尔津	7	204	179	否	2801
258	09:40	花土沟	九寨沟	4	103	75	否	2188
259	06:10	克拉玛依	连云港	1	245	65	否	711
260	15:00	马公	石家庄	1	164	163	否	2446
261	10:00	西昌	康定	1	179	94	否	3023
262	20:20	舟山	锦州	2	221	217	否	2317
263	18:30	烟台	二连浩特	1	59	47	否	3316
264	16:20	阿拉善右	莎车	7	74	72	否	1964
265	22:50	南昌	凯里	1	191	3	否	1456
266	22:30	舟山	保山	1	92	63	否	1314
267	00:40	秦皇岛	忻州	2	183	105	否	2551
268	06:00	呼伦贝尔	腾冲	1	146	37	否	1494
269	00:00	荆州	阿克苏	6	166	4	否	2383
270	01:00	格尔木	桂林	1	192	132	否	3583
271	15:40	日照	呼和浩特	7	241	65	否	2167
272	23:00	大连	伊宁	1	125	15	否	2046
273	07:00	台东	岳阳	4	161	134	否	260
274	19:40	台州	额济纳旗	1	61	15	否	3495
275	17:40	西双版纳	海口	6	210	22	否	2365
276	12:30	常州	河池	3	163	102	否	3359
277	05:00	忻州	林芝	1	55	34	否	276
278	05:00	永州	常州	1	62	12	否	640
279	12:30	临沂	秦皇岛	1	106	104	否	1323
280	05:50	南通	迪庆	4	70	26	否	869
281	08:10	满洲里	澳门	3	94	67	否	836
282	23:50	唐山	广州	3	128	40	否	3821
283	09:20	盐城	林芝	6	222	61	否	150
284	18:50	乌兰察布	安庆	1	89	30	否	3226
285	09:10	漠河	且末	5	147	98	否	795
286	00:00	衡阳	阿拉善右	6	210	82	否	771
287	08:00	郑州	大同	7	50	34	否	212
288	11:00	惠州	三亚	3	56	43	否	290
289	16:30	台北	锦州	5	201	136	否	226
290	18:40	长春	达州	2	168	51	否	2722
291	09:20	建三江	常州	2	71	46	否	1045
292	07:10	丹东	宜宾	2	230	73	否	1620
293	12:00	吕梁	澳门	5	250	166	否	413
294	03:30	庆阳	长沙	6	219	202	否	595
295	19:10	南宁	柳州	7	159	18	否	3403
296	23:30	岳阳	张掖	6	72	37	否	1024
297	07:10	北海	布尔津	3	84	25	否	3095
298	20:40	伊春	扎兰屯	3	125	31	否	3289
299	00:30	荆州	加格达奇	1	144	17	否	2769
300	19:10	南通	泉州	6	57	44	否	1727
301	23:10	运城	湛江	1	152	143	否	2462
302	05:40	百色	巴中	1	56	53	否	2633
303	06:50	乌兰浩特	三亚	3	114	85	否	3083
304	19:20	济宁	运城	4	226	223	否	1686
305	05:10	岳阳	通化	4	56	54	否	3443
306	22:00	莎车	格尔木	1	176	167	否	1952
307	14:30	临沂	梧州	2	141	112	否	3218
308	23:00	齐齐哈尔	南竿	6	52	22	否	172
309	01:00	阿尔山	阜阳	6	59	11	否	2656
310	07:10	潍坊	库车	7	194	177	否	264
311	15:00	长春	铜仁	3	240	185	否	1540
312	14:00	天水	保山	5	219	32	否	512
313	11:10	秦皇岛	兴义	1	157	64	否	1935
314	15:00	芒市	夏河	1	176	34	否	1803
315	19:00	康定	通辽	7	71	58	否	870
316	18:40	南京	洛阳	1	114	5	否	3843
317	18:40	安庆	井冈山	1	75	8	否	328
318	23:40	南阳	武夷山	1	235	59	否	111
319	08:50	澜沧	池州	5	205	100	否	3723
320	01:40	黎平	果洛	2	148	0	否	3357
321	15:00	菏泽	重庆	7	73	37	否	2095
322	15:50	澳门	荆州	3	50	45	否	130
323	16:10	上饶	泉州	7	51	48	否	3345
324	04:30	惠州	淮安	7	123	94	否	1562
325	02:30	陇南	怀化	5	219	142	否	3951
326	23:20	保山	黎平	6	63	17	否	2494
327	17:10	拉萨	临汾	3	82	4	否	1439
328	10:20	石家庄	张家界	1	89	24	否	2937
329	11:10	兰州	布尔津	2	84	83	否	583
330	07:30	和田	徐州	2	82	22	否	2967
331	11:50	宜昌	哈密	2	88	21	否	3400
332	13:10	哈密	大连	1	77	66	否	3657
333	10:10	桂林	长春	5	203	81	否	1617
334	22:50	阿拉善右	乌拉特中	6	135	76	否	2992
335	16:30	马祖	乌兰浩特	4	67	11	否	2116
336	11:20	阜阳	秦皇岛	4	76	48	否	1868
337	07:40	信阳	黎平	1	201	104	否	165
338	05:40	榆林	乌鲁木齐	3	82	8	否	3803
339	15:50	太原	武隆	1	86	57	否	652
340	05:40	建三江	芒市	5	232	203	否	3412
341	09:00	花莲	白山	1	111	33	否	279
342	12:50	齐齐哈尔	通辽	2	70	55	否	2127
343	07:40	达州	满洲里	1	121	43	否	1563
344	19:30	乌拉特中	敦煌	2	85	44	否	1624
345	09:20	迪庆	庆阳	1	76	34	否	743
346	03:50	扬州	绵阳	1	222	125	否	866
347	09:30	哈密	延安	3	142	49	否	2341
348	21:00	阿勒泰	攀枝花	5	111	64	否	113
349	07:40	六盘水	银川	7	81	19	否	793
350	10:00	日照	庆阳	1	85	65	否	1658
351	13:50	海拉尔	乌海	1	163	66	否	3208
352	19:20	厦门	珠海	4	126	83	否	162
353	11:30	加格达奇	信阳	5	95	17	否	3360
354	08:10	郑州	红原	1	75	69	否	3351
355	19:50	稻城	朝阳	1	81	4	否	843
356	20:20	拉萨	花土沟	1	220	9	否	1227
357	05:10	西安	乌拉特中	1	234	50	否	2109
358	15:40	石家庄	五大连池	2	52	16	否	487
359	10:30	安庆	阜阳	3	65	8	否	378
360	09:50	盐城	沈阳	1	99	71	否	3418
361	20:30	巴彦淖尔	成都	5	203	147	否	2399
362	13:00	承德	西安	4	73	23	否	1585
363	03:30	张掖	黑河	1	165	28	否	3399
364	18:40	桂林	济宁	6	106	28	否	2998
365	01:40	石家庄	舟山	7	194	99	否	3562
366	11:10	北京	塔城	7	76	25	否	3615
367	23:00	台中	宁蒗	1	86	72	否	2983
368	23:20	巴中	营口	1	188	75	否	785
369	20:10	固原	稻城	1	68	5	否	2143
370	01:20	霍林郭勒	玉树	3	55	5	否	761
371	03:00	万州	梧州	4	195	67	否	3144
372	00:10	衡阳	恩施	1	113	11	否	1091
373	21:10	澳门	通化	7	70	49	否	2383
374	06:40	霍林郭勒	青岛	1	202	104	否	421
375	18:20	洛阳	池州	2	237	25	否	348
376	12:20	吐鲁番	玉树	4	144	78	否	3162
377	12:20	承德	济南	6	174	86	否	2495
378	20:50	银川	加格达奇	5	190	138	否	3208
379	03:30	银川	祁连	3	92	64	否	1797
380	05:30	夏河	张掖	5	64	18	否	3454
381	00:30	额济纳旗	三明	3	175	19	否	1906
382	01:50	银川	白城	3	60	13	否	2186
383	21:00	台中	乌海	7	161	24	否	3144
384	01:00	荆门	临沧	2	177	91	否	2881
385	19:20	阿勒泰	南充	7	53	46	否	3738
386	14:10	广州	海口	2	114	1	否	2877
387	09:20	达州	大庆	5	73	53	否	1256
388	17:00	郑州	成都	5	53	39	否	1850
389	03:30	贵阳	青岛	2	54	44	否	1084
390	19:10	邯郸	太原	2	197	142	否	1531
391	07:30	澜沧	深圳	6	232	95	否	3937
392	20:00	二连浩特	赤峰	4	175	143	否	2940
393	09:30	十堰	大理	4	199	9	否	1014
394	23:00	鞍山	安顺	3	110	22	否	1338
395	15:20	永州	广州	3	133	40	否	100
396	04:20	西昌	厦门	1	65	43	否	3466
397	12:10	安庆	大连	4	160	46	否	771
398	12:50	嘉义	广州	4	52	38	否	217
399	09:30	稻城	松原	1	94	60	否	2916
400	15:40	长治	祁连	1	96	26	否	434
401	22:40	临沂	喀什	3	246	15	否	1849
402	16:30	格尔木	铜仁	7	242	98	否	542
403	04:50	漠河	宜宾	3	113	47	否	1646
404	22:50	成都	大庆	7	181	38	否	1586
405	05:10	荔波	阜阳	2	147	54	否	679
406	12:50	德令哈	二连浩特	2	239	173	否	1143
407	10:00	佳木斯	梅州	1	235	143	否	2369
408	09:10	三亚	南竿	1	80	61	否	1598
409	02:40	东营	呼和浩特	7	237	226	否	2904
410	08:40	成都	梧州	6	64	5	否	2061
411	09:10	揭阳	金昌	7	248	222	否	2953
412	16:30	临沧	丹东	1	99	34	否	1878
413	21:50	中卫	乌鲁木齐	2	106	24	否	141
414	03:30	南充	广州	2	170	92	否	1311
415	02:50	珠海	白山	1	209	123	否	3244
416	19:00	武隆	呼和浩特	4	86	78	否	288
417	06:30	达州	宜宾	5	169	124	否	3702
418	07:30	南宁	伊宁	1	78	17	否	3844
419	12:50	昭通	文山	6	200	145	否	3539
420	17:10	拉萨	乌兰浩特	5	137	121	否	2386
421	13:00	常德	赣州	6	194	178	否	2871
422	02:00	若羌	荔波	6	107	30	否	2101
423	09:00	沧源	阿尔山	6	92	44	否	1349
424	19:10	福州	加格达奇	3	52	41	否	1220
425	17:10	琼海	呼伦贝尔	7	109	76	否	146
426	21:10	九江	汉中	5	192	15	否	220
427	15:20	宜昌	香港	1	55	26	否	3400
428	09:10	景德镇	广元	6	206	191	否	1535
429	03:50	博乐	台北	6	111	13	否	1721
430	16:50	五大连池	洛阳	5	177	83	否	2793
431	15:40	若羌	鄂尔多斯	6	77	31	否	111
432	19:40	台北	南充	5	87	53	否	3769
433	12:20	厦门	惠州	3	80	52	否	3761
434	03:50	锦州	五大连池	6	115	114	否	3623
435	09:30	合肥	且末	6	104	29	否	1396
436	17:00	德令哈	郑州	1	60	19	否	3852
437	17:20	昭通	马公	1	129	127	否	2885
438	22:00	康定	阿克苏	1	78	51	否	3248
439	21:40	沈阳	汉中	1	63	8	否	200
440	02:40	马公	阿里	2	218	129	否	650
441	13:00	海口	贵阳	4	138	59	否	1687
442	08:10	康定	安顺	2	132	30	否	1140
443	19:00	合肥	霍林郭勒	7	54	50	否	2285
444	16:00	大理	东营	1	113	68	否	3762
445	15:40	莎车	和田	6	223	152	否	3215
446	02:10	芒市	南竿	5	164	12	否	2747
447	10:00	巴中	无锡	1	182	3	否	3984
448	17:40	湛江	昭通	3	115	50	否	2479
449	06:30	长春	鸡西	7	91	67	否	3729
450	12:30	伊春	淮安	1	168	57	否	1965
451	03:30	荆州	博乐	3	84	63	否	1685
452	06:10	锡林浩特	呼和浩特	2	230	177	否	3310
453	03:00	黔江	乌海	7	162	100	否	2424
454	06:30	沈阳	济南	6	68	50	否	2670
455	22:20	金昌	五大连池	2	183	155	否	329
456	14:20	黑河	珠海	7	118	1	否	2732
457	22:30	成都	松原	6	170	89	否	3510
458	08:20	临沂	营口	4	165	84	否	426
459	19:40	永州	衢州	3	66	38	否	2833
460	03:50	攀枝花	洛阳	1	73	53	否	161
461	07:20	邵阳	台南	3	173	126	否	606
462	09:20	泉州	荔波	2	71	10	否	777
463	18:10	百色	青岛	7	209	111	否	565
464	19:20	固原	盐城	5	185	83	否	3265
465	21:50	果洛	伊春	7	72	64	否	2071
466	10:50	上饶	南宁	2	100	68	否	1716
467	18:40	威海	郑州	6	177	110	否	2108
468	23:20	文山	深圳	1	149	38	否	362
469	02:40	襄阳	黄山	3	139	64	否	714
470	19:40	丽江	赤峰	2	94	38	否	3210
471	12:00	沈阳	南京	7	84	65	否	499
472	23:50	布尔津	西昌	1	206	81	否	791
473	04:00	常州	荔波	4	164	56	否	3318
474	12:40	二连浩特	阿尔山	3	155	132	否	162
475	08:40	黑河	扎兰屯	4	62	53	否	3508
476	03:20	唐山	敦煌	4	116	13	否	1579
477	20:10	百色	桂林	5	147	58	否	3601
478	21:50	巴彦淖尔	乌兰察布	4	52	28	否	2969
479	22:50	且末	阿克苏	3	228	67	否	319
480	11:20	大庆	布尔津	5	74	44	否	3449
481	17:00	二连浩特	衢州	5	69	68	否	2773
482	14:00	玉树	百色	7	91	20	否	1718
483	06:20	惠州	白城	5	64	10	否	1890
484	22:40	临沂	桂林	3	94	43	否	1096
485	05:50	上饶	锡林浩特	3	244	23	否	218
486	22:30	绵阳	大理	2	56	55	否	2954
487	00:40	临沧	遵义	1	64	58	否	3834
488	13:30	德令哈	黔江	6	145	95	否	3192
489	22:20	大同	黑河	1	54	53	否	3578
490	06:10	东营	信阳	7	66	53	否	3193
491	11:50	塔城	庆阳	1	53	12	否	2014
492	00:00	汉中	大连	5	131	117	否	1339
493	14:20	沈阳	福州	4	243	175	否	2662
494	14:20	松原	西安	3	72	59	否	165
495	16:40	沧源	布尔津	4	225	94	否	3231
496	15:20	吕梁	菏泽	2	74	36	否	1876
497	03:40	锡林浩特	邯郸	7	118	81	否	2777
498	22:50	西安	抚远	1	81	55	否	3297
499	15:30	运城	长春	1	232	203	否	3497
500	02:30	红原	九寨沟	3	207	132	否	3594
501	06:00	克拉玛依	青岛	1	187	143	否	3403
502	05:10	白山	漠河	1	185	64	否	745
503	08:40	邵阳	西双版纳	1	208	136	否	798
504	16:20	腾冲	五大连池	1	191	121	否	2497
505	22:20	南竿	库尔勒	1	100	4	否	2753
506	21:10	石家庄	运城	7	142	22	否	3602
507	02:20	丹东	呼伦贝尔	4	83	53	否	1576
508	11:30	安庆	承德	4	58	15	否	2286
509	13:50	盐城	呼和浩特	1	167	48	否	1014
510	12:20	澳门	武汉	1	197	164	否	2452
511	07:20	安顺	德令哈	1	245	29	否	1484
512	09:40	邯郸	铜仁	3	213	102	否	1391
513	01:10	二连浩特	白山	7	126	110	否	1308
514	11:40	毕节	大同	1	161	31	否	2057
515	21:40	陇南	西双版纳	2	86	69	否	630
516	11:40	泉州	恩施	1	127	109	否	2701
517	03:30	攀枝花	库车	4	64	47	否	3970
518	10:00	十堰	花莲	2	118	79	否	2668
519	13:00	高雄	武汉	5	98	59	否	1097
520	08:00	武汉	河池	1	232	26	否	1553
521	03:00	锡林浩特	石家庄	7	249	94	否	167
522	08:50	无锡	腾冲	5	171	30	否	233
523	07:30	宁波	九寨沟	3	138	12	否	658
524	18:20	宜春	义乌	7	138	130	否	3264
525	09:10	淮安	天水	2	105	25	否	362
526	23:00	衡阳	长沙	1	191	56	否	3913
527	10:30	佛山	宁波	4	73	45	否	3824
528	07:40	果洛	腾冲	2	92	25	否	838
529	12:50	南宁	鸡西	3	54	15	否	171
530	05:40	固原	桂林	5	208	164	否	181
531	00:30	克拉玛依	巴彦淖尔	1	140	60	否	1277
532	16:10	井冈山	达州	2	134	65	否	1260
533	06:10	百色	吕梁	3	60	37	否	1145
534	03:00	阿拉善右	运城	2	248	167	否	3568
535	23:30	马祖	神农架	7	145	81	否	3954
536	05:10	沈阳	莎车	6	97	74	否	3964
537	05:20	盐城	台东	2	222	45	否	1226
538	09:50	台中	格尔木	1	243	192	否	3173
539	08:30	呼伦贝尔	南通	1	76	73	否	1725
540	06:30	河池	白山	1	162	72	否	2357
541	10:00	沈阳	黄山	1	67	50	否	3171
542	23:20	抚远	乌海	7	145	4	否	3392
543	11:50	南通	荔波	4	244	76	否	3194
544	19:20	临沧	西双版纳	6	191	171	否	2303
545	21:40	荆州	宜春	5	110	26	否	3052
546	04:40	布尔津	敦煌	6	62	18	否	3456
547	16:30	二连浩特	扎兰屯	3	50	19	否	3140
