班次	起飞时间	起点站	终点站	飞行时间	额定载量	已订票	是否起飞	价格
112	05:10	嘉义	林芝	6	69	31	否	517
113	11:50	阿里	武汉	5	103	48	否	771
114	06:50	文山	宁蒗	4	176	41	否	3210
115	01:50	库车	遵义	1	204	20	否	1004
116	10:20	陇南	稻城	2	226	188	否	2021
117	14:30	乌拉特中	衡阳	1	224	185	否	2457
118	19:40	运城	齐齐哈尔	1	79	35	否	3620
119	20:20	通辽	巫山	4	92	57	否	239
120	01:50	保山	百色	2	182	144	否	675
121	13:30	承德	若羌	7	184	160	否	1698
122	22:50	忻州	乌拉特中	5	159	1	否	330
123	00:30	衡阳	柳州	1	69	26	否	3095
124	02:10	龙岩	绵阳	4	196	114	否	1842
125	23:40	海口	佛山	3	84	78	否	357
126	15:40	阿拉善右	桂林	1	65	47	否	1412
127	12:30	邯郸	额济纳旗	6	221	60	否	139
128	05:00	阿拉善右	黔江	1	96	80	否	1061
129	14:50	澜沧	乌兰浩特	4	157	100	否	2271
130	05:20	腾冲	祁连	1	92	27	否	148
131	23:00	马祖	西宁	5	50	7	否	2757
132	01:50	常州	济南	1	120	99	否	3084
133	00:10	阿里	南宁	2	153	35	否	2209
134	02:20	黑河	花莲	1	131	11	否	2280
135	02:10	台中	南通	4	57	5	否	2624
136	08:20	宁波	宜春	3	136	104	否	3395
137	14:10	海拉尔	兴义	4	208	117	否	915
138	04:30	北京	连云港	1	166	78	否	3518
139	13:30	西宁	上海	4	136	127	否	991
140	16:00	黑河	上饶	1	169	154	否	1172
141	00:00	琼海	松原	4	112	84	否	1107
142	04:40	湛江	阿里	6	226	216	否	3268
143	16:10	承德	巴彦淖尔	5	76	31	否	423
144	10:30	稻城	宁波	1	241	101	否	811
145	06:20	恩施	乌海	1	179	107	否	3677
146	18:10	克拉玛依	呼伦贝尔	3	185	18	否	2150
147	10:20	济南	赤峰	6	62	57	否	3939
148	22:20	南充	安顺	4	191	76	否	3918
149	15:40	泸州	敦煌	1	240	173	否	2529
150	14:40	徐州	哈尔滨	6	76	63	否	2758
151	13:50	阿尔山	北海	1	85	10	否	3770
152	11:20	临汾	无锡	2	194	161	否	551
153	12:30	昆明	惠州	7	145	37	否	221
154	07:20	广州	乌海	1	165	91	否	138
155	07:30	安庆	大同	4	233	232	否	1360
156	11:40	西双版纳	惠州	3	105	10	否	2748
157	21:20	红原	五大连池	1	242	117	否	327
158	06:50	康定	澜沧	2	83	65	否	1033
159	17:00	北京	沧源	1	60	57	否	3371
160	12:30	马公	台州	6	162	119	否	2993
161	02:20	六盘水	建三江	1	197	102	否	3835
2021 12 4 34
162	00:40	南通	惠州	4	99	47	否	2938
163	03:10	重庆	南通	4	175	47	否	1851
164	02:10	抚远	荆州	3	225	106	否	3566
165	06:30	祁连	兰州	3	89	65	否	666
166	08:30	济宁	天津	1	175	37	否	1206
167	22:30	抚远	玉树	3	132	21	否	2648
168	20:00	洛阳	黑河	1	195	64	否	2841
169	09:50	抚远	锡林浩特	1	70	42	否	637
170	06:50	营口	银川	1	182	44	否	580
171	02:50	烟台	榆林	1	110	38	否	941
172	09:10	额济纳旗	南宁	5	104	66	否	2806
173	08:30	丽江	襄阳	7	160	69	否	379
174	03:10	衡阳	布尔津	4	215	123	否	2460
175	07:30	佳木斯	拉萨	3	249	13	否	2180
176	08:20	海口	五大连池	1	248	1	否	3423
177	12:30	日照	霍林郭勒	1	242	183	否	3518
178	14:50	宁蒗	建三江	3	131	130	否	3087
179	05:00	舟山	库尔勒	3	86	15	否	167
180	18:30	惠州	宜春	5	158	23	否	2732
181	21:00	鸡西	万州	2	140	12	否	2798
182	00:30	高雄	盐城	5	227	176	否	1340
183	02:40	南竿	大同	1	70	18	否	2589
184	22:30	乌海	梧州	1	84	64	否	2932
185	18:30	库尔勒	赤峰	5	143	87	否	3324
186	17:40	铜仁	且末	4	129	114	否	3699
187	17:40	朝阳	石河子	4	69	63	否	1487
188	05:10	包头	文山	3	155	133	否	299
189	04:20	武夷山	丽江	2	180	44	否	1597
190	00:40	香港	台北	5	129	41	否	1758
191	08:50	井冈山	神农架	5	109	25	否	3544
192	06:50	包头	信阳	6	98	20	否	1753
193	10:40	陇南	丽江	1	57	25	否	199
194	06:50	常德	荔波	3	231	19	否	1755
195	23:50	衢州	忻州	3	141	122	否	758
2021 12 5 47
196	08:50	东营	赤峰	2	133	45	否	775
197	00:30	且末	抚远	1	198	67	否	2034
198	05:10	包头	芒市	7	154	131	否	1570
199	03:30	呼和浩特	青岛	5	237	156	否	665
200	11:30	马公	三明	3	71	38	否	947
201	08:00	邯郸	南充	1	159	83	否	1430
202	11:10	唐山	九寨沟	1	73	66	否	3288
203	00:20	吕梁	格尔木	7	154	79	否	2691
204	22:20	呼伦贝尔	上海	6	89	25	否	727
205	19:50	西双版纳	张掖	6	153	37	否	427
206	05:00	东营	宜春	7	150	24	否	3156
207	02:40	固原	黑河	1	199	196	否	2989
208	18:50	额济纳旗	济南	3	162	109	否	411
209	16:10	哈尔滨	西宁	5	98	20	否	1288
210	20:20	锦州	日照	3	67	31	否	272
211	03:40	乌拉特中	惠州	1	67	50	否	3762
212	14:20	巫山	营口	1	169	100	否	178
213	23:20	金门	康定	1	68	7	否	637
214	23:00	十堰	张掖	4	214	53	否	1419
215	19:40	武夷山	陇南	1	70	37	否	2337
216	18:40	巴彦淖尔	合肥	7	81	22	否	3133
217	16:00	永州	额济纳旗	7	201	145	否	505
218	15:20	普洱	莎车	2	93	13	否	1260
219	00:40	黄山	宜春	7	163	153	否	1448
220	14:50	库车	且末	7	250	53	否	260
221	20:10	呼伦贝尔	延吉	1	178	32	否	1845
222	02:00	满洲里	池州	6	52	27	否	3105
223	20:20	腾冲	西昌	5	242	114	否	1988
224	19:50	澳门	大同	1	229	118	否	713
225	10:50	西双版纳	郑州	6	224	92	否	732
226	18:40	哈尔滨	康定	7	168	142	否	426
227	15:00	潍坊	果洛	3	92	38	否	735
228	00:20	成都	日喀则	3	53	31	否	105
229	03:40	马公	泉州	6	63	10	否	2649
230	06:00	果洛	深圳	5	193	28	否	2582
231	23:20	桂林	九寨沟	1	222	157	否	3114
232	14:00	东营	延吉	7	211	130	否	2096
233	22:40	黎平	佳木斯	2	244	133	否	958
234	23:50	衡阳	张家界	1	87	75	否	330
235	06:40	邵阳	惠州	4	61	10	否	3950
236	20:10	天津	琼海	5	56	28	否	1306
237	19:30	毕节	五大连池	1	174	115	否	709
238	12:00	沧源	巴中	2	66	24	否	1077
239	04:10	博乐	沧源	1	164	112	否	231
240	18:00	绵阳	博乐	3	88	85	否	2883
241	02:50	泸州	荆门	3	244	134	否	2073
242	21:50	张家界	固原	1	95	57	否	2389
2021 12 6 58
243	14:50	临汾	成都	1	51	18	否	3412
244	01:30	康定	成都	5	98	39	否	2068
245	07:50	宜春	宜昌	1	243	179	否	1971
246	15:30	烟台	榆林	5	226	201	否	163
247	21:00	六盘水	长治	6	59	38	否	3070
248	09:50	荔波	荆州	6	72	17	否	113
249	07:20	大同	承德	3	147	95	否	3340
250	22:10	大连	吕梁	6	54	4	否	601
251	09:10	南通	合肥	6	136	7	否	3432
252	01:10	嘉义	日照	3	182	58	否	1839
253	17:00	运城	北京	3	100	82	否	1071
254	00:30	运城	阿拉善右	1	133	60	否	1620
255	18:50	齐齐哈尔	祁连	1	124	21	否	2953
256	07:40	丽江	济宁	3	221	10	否	1993
257	03:30	稻城	三明	1	54	17	否	1035
258	21:50	嘉峪关	喀什	2	89	71	否	3181
259	08:10	阿尔山	嘉峪关	4	244	110	否	3678
260	21:10	广州	长治	1	103	86	否	990
261	23:30	和田	满洲里	5	244	230	否	3171
262	21:10	三明	黔江	3	178	14	否	1593
263	11:20	西昌	连云港	2	198	186	否	2678
264	18:40	日照	建三江	1	159	38	否	655
265	11:00	巴中	百色	7	56	30	否	3964
266	08:40	日喀则	花土沟	5	190	38	否	2677
267	11:40	高雄	九江	2	67	14	否	3095
268	21:20	腾冲	承德	6	116	28	否	1843
269	09:30	连云港	忻州	7	139	86	否	450
270	22:00	成都	南京	7	65	20	否	3841
271	17:50	井冈山	克拉玛依	4	245	82	否	618
272	00:40	台南	岳阳	7	165	155	否	994
273	00:10	香港	汉中	5	65	4	否	2974
274	16:20	青岛	红原	1	119	77	否	3800
275	19:10	牡丹江	拉萨	1	221	186	否	1008
276	18:30	乌兰察布	九江	4	182	122	否	820
277	16:20	陇南	格尔木	2	145	96	否	3189
278	20:00	白山	香港	3	92	36	否	3540
279	02:30	满洲里	迪庆	6	99	59	否	1052
280	19:50	桂林	北京	5	82	70	否	380
281	08:40	额济纳旗	林芝	4	114	35	否	1297
282	11:00	池州	大庆	5	235	52	否	2876
283	15:20	信阳	杭州	7	158	62	否	364
284	11:50	北京	六盘水	2	193	159	否	244
285	10:10	昌都	乌拉特中	4	218	107	否	2808
286	22:30	湛江	榆林	7	199	25	否	3690
287	16:00	阿克苏	济宁	1	213	199	否	2352
288	10:50	秦皇岛	黄山	3	215	26	否	3809
289	13:00	赤峰	东营	3	216	158	否	1782
290	19:30	黄山	新源	2	98	76	否	2133
291	15:10	阿拉善右	佳木斯	6	91	65	否	487
292	08:50	黎平	琼海	1	199	152	否	3020
293	10:40	徐州	怀化	7	242	8	否	1588
294	20:00	满洲里	且末	4	170	3	否	1947
295	18:10	齐齐哈尔	九寨沟	4	70	24	否	134
296	21:40	铜仁	南京	2	95	92	否	3892
297	15:50	松原	吐鲁番	2	116	108	否	3661
298	00:50	阿拉善右	神农架	6	91	7	否	2660
299	11:30	阿克苏	温州	5	77	76	否	322
300	01:40	达州	乌兰察布	7	229	186	否	227
2021 12 7 51
301	21:10	红原	西宁	4	241	238	否	3534
302	10:20	绵阳	嘉峪关	4	90	14	否	3013
303	23:20	海拉尔	鸡西	6	65	32	否	3182
304	21:10	荔波	盐城	6	172	15	否	3034
305	10:20	襄阳	布尔津	3	230	168	否	2350
306	07:10	赣州	井冈山	7	67	1	否	3968
307	17:20	高雄	新源	3	54	31	否	3178
308	09:30	铜仁	达州	1	96	42	否	1221
309	12:40	盐城	朝阳	7	130	34	否	601
310	19:20	扎兰屯	衢州	2	86	38	否	3522
311	12:20	伊春	青岛	1	133	17	否	2631
312	15:00	建三江	佛山	6	189	177	否	2899
313	10:50	漠河	汉中	1	169	2	否	1302
314	06:40	石家庄	嘉峪关	5	60	35	否	3372
315	15:50	二连浩特	澳门	1	207	181	否	2113
316	08:10	林芝	宁波	7	114	82	否	2939
317	05:30	扬州	新源	1	138	22	否	3541
318	15:20	百色	绵阳	7	179	16	否	1291
319	12:20	锦州	吕梁	2	189	158	否	3991
320	12:40	玉树	果洛	5	174	142	否	2772
321	21:50	金昌	澜沧	6	79	69	否	758
322	16:30	阿拉善右	永州	1	69	63	否	3885
323	17:30	锦州	琼海	6	126	90	否	3260
324	03:20	霍林郭勒	百色	6	85	20	否	3698
325	10:10	百色	上饶	2	85	14	否	3231
326	15:20	泸州	天津	4	175	153	否	111
327	23:50	毕节	乌拉特中	3	131	53	否	1475
328	20:30	阿里	建三江	3	203	125	否	154
329	11:30	台北	天津	3	63	50	否	1307
330	05:30	荆门	大连	6	63	1	否	2243
331	06:40	武隆	青岛	2	93	80	否	2542
332	09:10	广州	满洲里	4	133	92	否	3571
333	02:50	台东	牡丹江	2	221	22	否	3691
334	18:30	烟台	喀什	7	116	71	否	906
335	06:10	湛江	运城	3	153	69	否	2440
336	08:10	梧州	哈尔滨	1	58	52	否	3770
337	13:50	武夷山	十堰	7	155	49	否	1639
338	13:20	红原	牡丹江	1	91	25	否	3562
339	07:00	常州	六盘水	6	87	44	否	1982
340	18:20	宜春	哈密	1	212	163	否	527
341	05:40	九江	牡丹江	1	139	91	否	1521
342	08:30	东营	台州	2	111	96	否	984
343	16:00	承德	上海	2	89	78	否	337
344	15:00	白城	衡阳	5	52	6	否	1797
345	02:40	北京	琼海	2	83	80	否	3302
346	01:40	铜仁	黑河	3	84	32	否	3820
347	02:40	徐州	广元	1	64	20	否	746
348	23:30	临沧	芜湖	5	93	89	否	1882
349	03:40	厦门	保山	1	63	6	否	1500
350	01:40	乌海	济宁	4	85	23	否	1271
351	13:30	锦州	信阳	1	57	7	否	143
2021 12 8 58
352	20:30	马祖	稻城	2	116	30	否	1897
353	05:50	鸡西	二连浩特	6	82	72	否	3968
354	08:30	格尔木	武汉	3	201	12	否	1421
355	06:30	果洛	龙岩	6	239	32	否	2775
356	13:20	武夷山	保山	4	178	27	否	730
357	19:10	呼和浩特	高雄	1	222	208	否	1893
358	23:30	营口	延吉	2	162	61	否	549
359	01:20	信阳	花莲	3	177	95	否	2853
360	13:40	怀化	太原	2	77	7	否	995
361	04:50	扬州	池州	2	133	63	否	621
362	18:30	沧源	揭阳	1	52	50	否	911
363	17:10	昆明	高雄	2	141	62	否	2943
364	21:10	杭州	荆门	4	240	49	否	2723
365	14:40	马公	建三江	1	72	10	否	3946
366	17:40	天水	腾冲	1	99	97	否	3010
367	23:00	宜昌	承德	4	54	15	否	1964
368	04:40	太原	庆阳	3	74	11	否	403
369	01:40	吐鲁番	加格达奇	1	194	147	否	1913
370	03:00	延安	毕节	1	194	137	否	3122
371	10:10	花莲	万州	1	126	6	否	337
372	11:00	舟山	凯里	7	163	97	否	1064
373	14:40	绵阳	黄山	5	235	92	否	553
374	00:00	和田	红原	2	155	87	否	3227
375	19:30	临沧	保山	1	96	31	否	1699
376	17:10	文山	抚远	7	182	85	否	2195
377	21:30	包头	陇南	1	218	216	否	3394
378	02:30	祁连	武夷山	3	220	32	否	320
379	17:50	鸡西	洛阳	2	156	112	否	2226
380	15:40	无锡	塔城	4	180	128	否	2780
381	13:50	若羌	永州	3	85	17	否	2699
382	22:30	昭通	恩施	5	98	73	否	1660
383	13:40	贵阳	长治	7	165	141	否	2274
384	13:00	喀什	莎车	5	128	93	否	3305
385	14:00	西双版纳	牡丹江	3	203	108	否	235
386	23:50	杭州	桂林	1	121	110	否	198
387	14:00	荔波	乌海	5	65	11	否	256
388	18:30	南阳	秦皇岛	3	205	12	否	992
389	18:10	克拉玛依	铜仁	2	55	30	否	2505
390	18:20	吐鲁番	新源	3	90	8	否	3911
391	21:30	上饶	宜宾	7	188	135	否	3527
392	14:40	南竿	库车	5	123	38	否	1807
393	22:50	济南	沈阳	1	101	30	否	1510
394	18:20	南阳	阿尔山	7	92	14	否	2266
395	18:00	东营	阿拉善左	3	81	78	否	2455
396	02:20	海口	澳门	4	81	3	否	1208
397	21:30	喀什	毕节	5	81	75	否	472
398	21:20	济宁	香港	3	136	33	否	715
399	20:20	鞍山	五大连池	2	65	32	否	3394
400	22:30	锡林浩特	大庆	1	84	1	否	2637
401	05:40	乌海	银川	7	185	163	否	870
402	19:20	九寨沟	太原	1	150	120	否	1450
403	20:20	西双版纳	南通	3	122	61	否	3710
404	10:30	齐齐哈尔	佳木斯	1	85	20	否	551
405	14:40	大理	南充	1	246	196	否	2444
406	22:10	临沂	毕节	5	135	111	否	156
407	09:20	达州	加格达奇	7	202	62	否	3231
408	12:50	普洱	海拉尔	4	71	0	否	629
409	01:30	淮安	新源	1	69	24	否	148
2021 12 9 37
410	00:20	陇南	巫山	1	54	5	否	2265
411	00:40	嘉义	百色	7	83	13	否	2474
412	20:10	深圳	衢州	4	188	48	否	739
413	18:40	拉萨	白城	2	152	9	否	2166
414	11:00	南竿	五大连池	4	148	85	否	2066
415	06:20	长治	赤峰	3	220	4	否	3889
416	05:00	克拉玛依	东营	2	79	39	否	1660
417	22:50	梅州	塔城	1	74	19	否	3070
418	19:40	九江	腾冲	5	83	22	否	1616
419	18:30	河池	池州	7	114	56	否	641
420	06:20	广元	南竿	1	245	209	否	907
421	13:30	岳阳	澜沧	4	238	40	否	3305
422	08:00	广元	承德	5	74	43	否	2136
423	14:50	大连	扬州	3	151	102	否	1733
424	18:30	长春	达州	3	50	41	否	3453
425	00:40	南阳	伊春	4	86	5	否	763
426	03:30	扬州	贵阳	3	154	46	否	349
427	18:20	朝阳	无锡	1	100	75	否	429
428	22:00	百色	沧源	7	187	34	否	153
429	22:00	唐山	徐州	1	226	42	否	1603
430	03:30	台中	西昌	7	91	76	否	284
431	04:00	万州	果洛	5	92	86	否	541
432	04:40	宜昌	丹东	5	230	219	否	1729
433	15:10	马公	庆阳	1	62	59	否	1766
434	16:00	龙岩	黄山	2	207	1	否	2234
435	06:50	九江	满洲里	2	144	143	否	1380
436	11:10	舟山	安庆	6	163	28	否	1284
437	03:20	昭通	额济纳旗	5	73	12	否	2217
438	11:20	唐山	泸州	3	140	94	否	1234
439	23:00	海拉尔	中卫	1	105	79	否	1562
440	11:30	杭州	柳州	1	159	157	否	3787
441	03:50	拉萨	霍林郭勒	6	171	61	否	3424
442	11:50	徐州	洛阳	2	168	12	否	1143
443	00:10	济宁	巴中	6	76	67	否	2449
444	21:30	兰州	琼海	6	50	32	否	3327
445	15:20	龙岩	芜湖	3	242	73	否	1159
446	00:30	马公	天津	7	140	82	否	3806
2021 12 10 23
447	06:20	漠河	文山	1	169	87	否	3911
448	06:50	常州	承德	5	117	59	否	2520
449	01:50	石河子	福州	1	219	31	否	3050
450	14:40	林芝	中卫	4	156	94	否	124
451	13:10	桂林	黑河	2	194	111	否	1302
452	22:20	银川	龙岩	4	112	18	否	3031
453	16:00	大理	阿拉善左	3	185	154	否	1365
454	11:30	中卫	济南	2	118	4	否	515
455	14:50	北海	攀枝花	1	98	23	否	2789
456	10:50	汉中	佛山	4	211	197	否	2855
457	05:10	遵义	马公	1	249	67	否	552
458	16:50	吕梁	若羌	5	135	73	否	2183
459	17:00	襄阳	台东	1	194	14	否	2676
460	18:20	香港	珠海	4	86	39	否	1343
461	00:20	上海	连云港	2	84	77	否	2520
462	05:00	信阳	湛江	6	153	9	否	464
463	06:50	芜湖	兰州	6	168	55	否	3435
464	22:50	攀枝花	文山	6	83	71	否	296
465	09:30	舟山	阿拉善左	7	87	72	否	3063
466	18:20	敦煌	花莲	3	63	4	否	2864
467	05:30	九江	营口	2	130	69	否	467
468	06:10	南充	通辽	1	150	122	否	3962
469	00:20	长沙	吐鲁番	6	230	206	否	429
2021 12 11 48
470	03:00	六盘水	南竿	2	54	5	否	3371
471	02:30	吐鲁番	满洲里	1	191	133	否	2277
472	19:10	喀什	建三江	1	246	96	否	1808
473	22:20	宜春	保山	7	81	24	否	1796
474	22:20	榆林	松原	7	221	84	否	1000
475	02:30	成都	长春	2	151	14	否	3615
476	21:20	南充	赣州	5	209	82	否	708
477	23:40	大连	上海	1	94	40	否	3966
478	17:40	运城	舟山	4	159	78	否	1035
479	21:30	花莲	徐州	6	234	184	否	702
480	11:00	通辽	衢州	5	67	27	否	1944
481	05:20	海拉尔	吐鲁番	2	217	190	否	1014
482	12:00	永州	阜阳	2	88	80	否	2210
483	09:30	安庆	加格达奇	5	153	55	否	3622
484	21:00	东营	大庆	2	128	29	否	1616
485	09:30	昭通	南充	2	65	59	否	110
486	23:50	建三江	厦门	1	111	101	否	470
487	06:20	宜昌	延安	7	233	61	否	2909
488	19:20	洛阳	漠河	4	64	12	否	277
489	19:00	张家口	迪庆	1	66	47	否	3718
490	09:00	二连浩特	松原	1	214	27	否	1736
491	06:00	榆林	营口	4	86	20	否	791
492	20:00	延吉	通辽	3	223	203	否	3695
493	10:20	保山	乌兰察布	5	240	142	否	3350
494	12:20	宜宾	宜昌	1	63	60	否	3624
495	00:00	沈阳	大庆	4	103	15	否	2994
496	17:10	三明	佛山	7	242	128	否	2091
497	23:00	湛江	台北	2	88	40	否	858
498	06:40	西安	呼伦贝尔	1	96	95	否	1720
499	19:00	荔波	扎兰屯	7	187	140	否	2171
500	18:30	洛阳	宜春	7	132	31	否	3661
501	19:50	泉州	太原	5	135	114	否	1885
502	23:30	稻城	遵义	3	121	119	否	166
503	16:40	长治	珠海	4	129	84	否	955
504	07:50	长春	富蕴	5	224	188	否	1812
505	04:10	大庆	巴中	6	134	11	否	1289
506	09:40	太原	沧源	6	214	17	否	680
507	07:40	陇南	宜春	4	124	89	否	3189
508	07:00	固原	牡丹江	7	90	4	否	887
509	10:30	牡丹江	通辽	7	224	183	否	2381
510	11:40	神农架	太原	1	97	60	否	510
511	23:20	康定	忻州	7	50	17	否	1931
512	12:30	固原	南通	6	214	64	否	3965
513	15:40	阿拉善左	永州	6	198	155	否	3964
514	04:30	揭阳	银川	6	138	96	否	3240
515	02:50	铜仁	宜春	5	246	88	否	1173
516	04:10	井冈山	池州	2	98	93	否	3333
517	17:10	柳州	常州	4	210	12	否	2258
2021 12 12 98
518	00:00	满洲里	泸州	6	172	63	否	1303
519	08:40	南昌	嘉峪关	4	133	89	否	1946
520	19:50	宜宾	天津	1	181	50	否	3946
521	19:50	库车	昆明	1	129	86	否	927
522	14:10	泉州	松原	5	163	125	否	2257
523	15:20	哈密	合肥	2	125	32	否	194
524	12:50	保山	天津	1	231	118	否	3847
525	01:00	台东	海拉尔	6	103	91	否	236
526	04:30	阿勒泰	日照	1	82	52	否	2727
527	23:10	祁连	和田	1	167	132	否	479
528	02:10	固原	临汾	3	75	53	否	3622
529	06:00	遵义	上海	6	60	42	否	1101
530	03:10	临沧	济南	3	225	173	否	328
531	02:40	徐州	井冈山	5	221	44	否	2170
532	12:30	宜春	宜昌	6	53	13	否	3065
533	17:00	六盘水	牡丹江	2	138	0	否	1453
534	18:40	延吉	乌海	2	150	72	否	2556
535	00:10	加格达奇	南京	2	102	3	否	2516
536	02:40	稻城	腾冲	3	132	44	否	611
537	03:40	日照	毕节	2	78	52	否	338
538	02:20	南宁	恩施	7	245	166	否	1261
539	16:40	延安	齐齐哈尔	7	178	115	否	2365
540	06:10	凯里	澜沧	2	94	28	否	3812
541	20:10	莎车	丹东	5	162	84	否	1165
542	18:10	保山	齐齐哈尔	1	161	134	否	2937
543	19:40	潍坊	安顺	3	119	21	否	1203
544	05:40	达州	昌都	2	61	16	否	3058
545	11:00	吐鲁番	石家庄	4	223	208	否	1979
546	12:50	衢州	花莲	1	130	105	否	913
547	09:40	重庆	台州	6	172	147	否	1356
