班次	起飞时间	起点站	终点站	飞行时间	额定载量	已订票	是否起飞	价格
149	20:40	岳阳	威海	4	224	172	否	262
150	21:30	信阳	邵阳	7	172	44	否	1829
151	09:10	毕节	大连	7	136	69	否	2933
152	22:50	鄂尔多斯	恩施	3	73	35	否	3926
153	17:00	台南	牡丹江	1	98	38	否	277
154	07:20	吕梁	扬州	2	234	141	否	2600
155	12:00	昭通	南昌	3	243	81	否	2293
156	16:10	张家界	阜阳	6	142	79	否	321
157	05:30	东营	信阳	7	62	19	否	2562
158	02:10	吐鲁番	芜湖	1	224	83	否	1940
159	11:00	白城	安庆	5	123	103	否	3284
160	15:00	珠海	恩施	1	197	125	否	3365
161	16:20	佳木斯	菏泽	6	56	30	否	710
162	23:40	南宁	大庆	1	62	9	否	2311
163	14:40	武汉	荔波	3	51	22	否	1623
164	04:00	襄阳	加格达奇	1	186	180	否	3745
165	04:10	且末	白城	5	113	76	否	3048
166	06:20	阿拉善左	梅州	3	127	97	否	1109
167	12:50	巴彦淖尔	天津	6	73	32	否	1487
168	06:00	马公	霍林郭勒	1	104	9	否	3084
169	07:20	延吉	沧源	6	74	43	否	3877
170	22:10	朝阳	白山	1	141	139	否	3222
171	23:20	宜昌	巴彦淖尔	6	138	74	否	1782
172	15:30	吕梁	泉州	6	53	17	否	1739
173	19:20	三亚	包头	7	202	52	否	3671
174	09:40	赣州	黄山	2	96	74	否	3714
175	21:40	抚远	唐山	3	217	195	否	348
176	13:10	海口	荆州	4	66	60	否	1278
177	14:00	遵义	桂林	1	100	5	否	3917
178	13:30	常德	巫山	5	219	119	否	1139
179	15:30	澜沧	昆明	4	76	6	否	1003
180	17:10	康定	宁蒗	7	172	19	否	3727
181	01:50	鄂尔多斯	丹东	4	109	51	否	2759
182	11:20	腾冲	吕梁	4	52	30	否	991
183	20:40	德令哈	邯郸	2	103	38	否	774
184	11:10	牡丹江	攀枝花	2	170	121	否	3561
185	11:40	宜春	迪庆	1	111	37	否	2592
186	19:50	北京	河池	5	51	3	否	3492
187	06:20	西昌	兴义	6	64	17	否	1144
188	11:00	且末	信阳	4	154	0	否	470
189	06:30	阿勒泰	安庆	5	60	25	否	1505
190	05:20	乌拉特中	南京	1	87	81	否	560
191	19:20	安顺	松原	6	211	17	否	1569
192	01:20	信阳	上饶	4	212	93	否	882
193	08:20	恩施	宁波	2	118	50	否	2042
194	08:40	吕梁	成都	1	240	112	否	2088
195	21:50	天水	花莲	2	52	45	否	439
196	04:20	哈密	金门	3	65	42	否	634
197	02:50	九江	马公	1	126	81	否	1479
198	06:40	威海	衡阳	1	96	4	否	3180
199	02:20	鞍山	塔城	4	115	1	否	2879
200	13:10	梅州	惠州	1	55	25	否	578
201	04:30	海口	安顺	7	248	171	否	127
202	21:30	海拉尔	合肥	6	201	114	否	1875
203	03:20	盐城	五大连池	2	99	94	否	3225
204	13:20	哈尔滨	北海	6	155	29	否	3740
2021 12 2 179
205	02:10	西昌	若羌	6	66	1	否	861
206	22:50	澳门	稻城	1	86	11	否	2917
207	18:30	日照	抚远	1	147	74	否	815
208	06:00	芜湖	澜沧	4	165	72	否	1414
209	05:50	赣州	攀枝花	4	250	7	否	3099
210	00:10	池州	牡丹江	7	86	58	否	2085
211	02:50	荆门	台中	6	216	93	否	1274
212	19:40	九寨沟	阜阳	1	113	107	否	3991
213	06:30	长治	攀枝花	3	120	46	否	1497
214	18:40	赤峰	恩施	2	78	16	否	3690
215	12:40	南竿	朝阳	1	93	76	否	3565
216	11:20	东营	烟台	3	99	72	否	2574
217	03:30	台东	乌兰浩特	4	88	19	否	3294
218	03:10	巴彦淖尔	嘉峪关	1	108	74	否	2961
219	23:00	济宁	喀什	2	81	7	否	1575
220	15:00	毕节	黎平	6	207	124	否	1909
221	14:20	新源	永州	1	215	75	否	3512
222	11:40	新源	绵阳	2	83	78	否	1395
223	19:00	稻城	徐州	2	222	44	否	987
224	21:10	攀枝花	海拉尔	1	55	47	否	147
225	21:40	台北	恩施	5	118	82	否	107
226	18:30	稻城	库车	1	61	44	否	179
227	08:00	潍坊	珠海	7	229	121	否	1549
228	15:00	西双版纳	宜宾	4	164	114	否	2828
229	10:30	延吉	玉树	5	70	19	否	2421
230	08:30	荆门	毕节	2	97	94	否	3887
231	23:20	塔城	毕节	3	79	19	否	315
232	12:10	张掖	兰州	1	90	31	否	2921
233	20:40	芜湖	黄山	6	179	104	否	945
234	06:40	黎平	上饶	1	150	76	否	3762
235	14:10	营口	阿克苏	5	149	79	否	1374
236	19:20	富蕴	万州	3	51	0	否	123
237	10:20	中卫	台南	2	228	48	否	599
238	10:20	宜宾	荆门	3	85	73	否	1677
239	06:40	秦皇岛	沈阳	4	166	74	否	399
240	06:00	荆州	莎车	7	242	81	否	3904
241	06:10	迪庆	营口	1	122	21	否	1432
242	21:50	佳木斯	义乌	2	85	56	否	2433
243	15:50	信阳	常州	2	179	173	否	192
244	12:10	喀什	宜宾	2	191	75	否	1635
245	07:30	张掖	天水	1	82	6	否	1562
246	08:00	阿拉善左	建三江	4	116	67	否	3379
247	18:00	澳门	富蕴	6	139	24	否	467
248	05:50	河池	贵阳	6	242	145	否	842
249	13:00	高雄	康定	2	115	99	否	414
250	17:00	敦煌	庆阳	3	235	187	否	1653
251	05:00	鸡西	中卫	1	158	89	否	3604
252	17:00	义乌	佛山	1	135	131	否	1699
253	00:40	玉树	临汾	5	126	75	否	444
254	02:10	阿尔山	天水	6	206	49	否	1224
255	10:50	黎平	哈尔滨	1	112	83	否	131
256	08:50	秦皇岛	安庆	5	215	2	否	1685
257	16:00	荆州	南充	3	170	56	否	456
258	17:30	石家庄	绵阳	4	173	126	否	1847
259	23:30	神农架	呼伦贝尔	6	225	120	否	467
260	02:10	中卫	大同	1	170	63	否	352
261	21:30	乌海	花莲	4	65	35	否	762
262	16:20	湛江	桂林	7	62	59	否	1346
263	14:40	保山	宜宾	2	156	104	否	1101
264	15:20	厦门	汉中	5	155	132	否	280
265	07:50	莎车	伊春	6	231	157	否	503
266	05:30	满洲里	佛山	6	179	1	否	575
267	06:50	伊春	邵阳	4	80	61	否	585
268	15:40	阿尔山	迪庆	1	59	39	否	3636
269	14:00	福州	新源	2	181	30	否	130
270	18:50	白城	且末	1	224	68	否	3978
271	06:30	万州	达州	4	246	182	否	3747
272	19:10	白城	舟山	5	125	22	否	2095
273	11:40	通化	临沂	1	82	67	否	641
274	14:00	台东	芜湖	1	189	98	否	3024
275	00:40	松原	九江	2	249	15	否	2997
276	09:20	加格达奇	抚远	1	165	73	否	3684
277	12:00	毕节	揭阳	1	141	137	否	2824
278	09:40	黎平	沧源	3	187	67	否	2492
279	19:40	揭阳	伊春	7	176	121	否	2538
280	10:10	满洲里	太原	5	120	7	否	3457
281	19:50	泉州	岳阳	3	95	13	否	2294
282	03:50	玉树	中卫	2	208	202	否	1232
283	15:30	昆明	凯里	1	185	89	否	3122
284	23:40	佳木斯	广州	1	52	10	否	1776
285	14:30	九寨沟	莎车	7	162	100	否	3218
286	04:40	哈尔滨	马祖	6	203	69	否	2641
287	12:00	乌海	济宁	2	60	1	否	326
288	14:00	阿拉善左	阿克苏	5	63	10	否	1073
289	23:40	南竿	康定	6	55	53	否	2308
290	20:50	南竿	西安	5	85	44	否	1905
291	10:20	长沙	长春	1	161	157	否	760
292	09:00	芜湖	达州	1	155	63	否	329
293	20:40	广州	九寨沟	6	166	7	否	1588
294	19:20	贵阳	丹东	1	117	85	否	277
295	01:30	稻城	六盘水	5	195	80	否	1101
296	23:20	富蕴	南竿	6	88	36	否	1553
297	15:40	迪庆	伊宁	1	220	36	否	2869
298	01:00	深圳	岳阳	1	100	0	否	1084
299	02:10	常州	康定	7	244	168	否	1814
300	07:40	十堰	澜沧	2	165	52	否	2342
301	07:50	赤峰	台东	6	230	19	否	3550
302	14:20	南宁	保山	3	95	18	否	1915
303	03:20	金门	伊春	1	217	44	否	2953
304	11:10	香港	大理	7	57	45	否	183
305	03:40	南充	鄂尔多斯	4	86	55	否	3300
306	03:00	合肥	承德	2	64	9	否	3193
307	21:10	临沧	台南	7	232	41	否	2081
308	02:10	广元	张家口	3	229	33	否	2231
309	21:00	玉树	泸州	5	75	30	否	617
310	22:20	潍坊	黑河	6	118	0	否	3406
311	09:40	衡阳	鞍山	4	146	20	否	1111
312	20:00	大连	潍坊	1	176	99	否	3272
313	20:40	芜湖	石家庄	1	73	1	否	1788
314	09:30	宁蒗	塔城	6	69	66	否	2553
315	13:50	遵义	绵阳	7	53	31	否	223
316	01:00	景德镇	汉中	5	137	31	否	515
317	16:50	呼伦贝尔	菏泽	5	154	61	否	3927
318	02:30	腾冲	武隆	1	102	54	否	1742
319	03:10	佛山	湛江	1	121	115	否	2428
320	17:20	梧州	普洱	1	70	59	否	3066
321	17:00	台东	南昌	4	181	9	否	2418
322	11:20	信阳	琼海	1	103	62	否	348
323	17:40	乌海	达州	7	119	106	否	3282
324	20:10	襄阳	威海	6	225	77	否	2092
325	15:00	海口	北海	5	63	46	否	233
326	10:20	和田	保山	5	168	132	否	3057
327	01:10	昆明	上饶	4	163	143	否	2892
328	18:50	沧源	澜沧	3	59	39	否	553
329	02:10	台南	新源	1	114	37	否	134
330	01:20	宜宾	怀化	5	207	128	否	3862
331	17:40	大同	芒市	7	246	189	否	2674
332	03:00	阜阳	宜宾	1	58	45	否	238
333	03:30	抚远	太原	5	206	29	否	1432
334	07:40	黎平	大庆	1	90	51	否	2823
335	11:30	徐州	花土沟	1	159	127	否	1353
336	16:40	乌兰浩特	石家庄	5	218	109	否	1963
337	08:40	深圳	杭州	4	86	35	否	1503
338	20:00	南宁	洛阳	1	154	110	否	3795
339	06:50	迪庆	马公	7	207	6	否	1442
340	07:20	长春	南充	2	210	42	否	613
341	18:50	腾冲	无锡	6	65	20	否	2278
342	07:00	台州	攀枝花	5	104	24	否	3934
343	02:00	福州	汉中	5	154	46	否	282
344	10:10	北海	齐齐哈尔	7	103	89	否	3622
345	02:10	阿勒泰	惠州	1	64	31	否	2230
346	18:00	马祖	恩施	5	87	74	否	950
347	23:30	成都	台中	1	92	18	否	2246
348	07:00	马公	乌兰浩特	4	119	4	否	3733
349	22:40	巫山	唐山	7	93	25	否	1146
350	04:50	通化	武隆	1	123	28	否	2621
351	21:20	西昌	和田	2	124	96	否	2531
352	16:20	满洲里	梅州	1	165	96	否	2238
353	00:40	陇南	塔城	6	98	85	否	879
354	05:00	敦煌	额济纳旗	1	194	96	否	512
355	04:50	台州	固原	1	177	108	否	885
356	03:40	固原	金昌	7	96	3	否	2496
357	14:10	揭阳	北京	1	75	0	否	2313
358	22:00	果洛	花莲	6	130	36	否	3498
359	04:50	保山	佛山	7	52	48	否	187
360	02:50	三明	呼伦贝尔	4	147	5	否	3658
361	02:00	巴彦淖尔	徐州	3	245	173	否	396
362	13:10	河池	阿克苏	6	115	72	否	2523
363	13:20	北京	海拉尔	2	140	82	否	3262
364	12:00	日喀则	鸡西	1	171	30	否	2181
365	11:10	日照	额济纳旗	1	188	134	否	3392
366	11:30	西双版纳	台州	3	90	61	否	317
367	16:00	合肥	台南	4	89	62	否	3803
368	00:20	中卫	高雄	7	87	38	否	3831
369	17:00	丹东	沧源	1	113	80	否	107
370	08:30	宁蒗	梧州	3	175	91	否	924
371	11:00	锡林浩特	南竿	4	140	89	否	1174
372	00:30	南竿	赣州	4	189	77	否	3684
373	20:40	伊宁	秦皇岛	2	190	108	否	660
374	13:10	通辽	西安	1	85	77	否	1692
375	23:10	稻城	鄂尔多斯	2	54	35	否	147
376	11:30	武隆	青岛	2	55	1	否	603
377	19:00	神农架	乌拉特中	6	212	54	否	3717
378	00:30	济南	佛山	1	128	0	否	519
379	21:40	张家界	大理	6	70	35	否	2043
380	17:20	延安	锦州	1	141	92	否	283
381	00:20	花莲	怀化	4	97	14	否	491
382	03:00	博乐	鸡西	5	68	15	否	614
383	03:20	邵阳	武夷山	1	87	12	否	730
2021 12 3 258
384	19:10	铜仁	昭通	3	168	22	否	3131
385	22:40	乌兰察布	嘉义	5	163	155	否	2039
386	02:10	建三江	抚远	3	138	6	否	2231
387	02:20	无锡	红原	4	225	128	否	2263
388	09:50	三明	二连浩特	4	57	33	否	165
389	11:10	德令哈	巴中	1	202	102	否	737
390	18:00	广州	朝阳	7	197	37	否	1627
391	19:50	黎平	德令哈	4	62	56	否	156
392	22:10	张家口	莎车	5	247	86	否	2333
393	17:30	伊春	洛阳	7	190	152	否	1040
394	06:40	襄阳	合肥	7	188	75	否	2460
395	00:50	牡丹江	呼伦贝尔	2	50	16	否	721
396	18:40	广元	凯里	5	147	97	否	640
397	00:10	金昌	太原	7	236	32	否	2547
398	20:00	玉树	龙岩	2	200	177	否	3395
399	02:10	九江	南通	6	80	3	否	3893
400	05:00	上海	武夷山	6	86	27	否	648
401	08:50	陇南	安顺	1	62	19	否	3973
402	05:30	昆明	徐州	2	184	73	否	3168
403	09:00	莎车	澳门	1	93	77	否	1081
404	22:00	梧州	布尔津	6	79	24	否	3032
405	00:20	广州	富蕴	4	56	15	否	2584
406	09:40	吕梁	敦煌	5	157	80	否	2870
407	13:50	西宁	岳阳	7	244	164	否	1593
408	22:20	南竿	张家界	7	80	32	否	1296
409	09:30	昆明	中卫	2	79	12	否	1242
410	00:30	马公	中卫	4	223	175	否	425
411	14:40	固原	万州	5	138	44	否	2604
412	13:50	扎兰屯	襄阳	7	233	164	否	1785
413	11:10	台北	攀枝花	1	130	98	否	1922
414	09:30	信阳	佳木斯	7	75	50	否	1833
415	11:40	富蕴	花土沟	1	160	45	否	3848
416	03:00	克拉玛依	塔城	6	204	16	否	2152
417	06:30	拉萨	长春	2	239	180	否	1152
418	21:40	昭通	井冈山	6	221	117	否	2685
419	14:40	柳州	万州	1	206	181	否	167
420	16:00	南宁	武汉	6	76	10	否	3928
421	02:10	夏河	和田	5	106	80	否	295
422	12:00	常德	荆州	1	143	70	否	166
423	05:10	固原	银川	7	172	88	否	965
424	04:20	邯郸	沧源	5	97	22	否	3953
425	22:40	沈阳	昌都	1	163	112	否	587
426	14:20	通化	中卫	7	138	5	否	297
427	01:20	保山	锡林浩特	4	95	52	否	272
428	22:00	恩施	武夷山	5	89	53	否	3906
429	12:50	大连	长春	1	176	60	否	1059
430	19:20	红原	喀什	1	230	211	否	3652
431	17:40	昌都	赣州	6	101	55	否	395
432	15:50	格尔木	大同	4	150	49	否	3056
433	18:10	石河子	福州	1	114	24	否	3093
434	11:00	且末	白山	7	142	78	否	196
435	07:20	大同	石河子	6	227	150	否	1036
436	07:00	长沙	威海	3	92	84	否	1507
437	17:00	库尔勒	扬州	2	62	19	否	1666
438	21:40	三亚	台南	1	74	63	否	931
439	01:00	台南	琼海	4	61	16	否	448
440	22:20	邯郸	陇南	1	79	12	否	197
441	16:20	扎兰屯	博乐	6	127	44	否	3832
442	10:10	阿拉善右	大连	6	167	114	否	3973
443	08:30	温州	成都	1	248	85	否	2480
444	11:20	济宁	长治	1	100	28	否	1658
445	01:10	揭阳	阿克苏	4	171	136	否	2232
446	02:30	梅州	烟台	7	83	79	否	266
447	04:00	花土沟	林芝	2	202	67	否	572
448	08:30	拉萨	昭通	6	246	202	否	494
449	02:10	五大连池	临沧	3	191	72	否	1588
450	05:30	乌拉特中	运城	5	154	94	否	837
451	13:40	乌鲁木齐	夏河	1	66	22	否	3482
452	19:00	佳木斯	加格达奇	4	133	43	否	905
453	13:30	武汉	邯郸	5	74	1	否	970
454	03:30	铜仁	阿勒泰	6	170	150	否	3059
455	10:20	赣州	果洛	7	149	110	否	2317
456	13:00	洛阳	宜宾	2	206	193	否	683
457	00:50	阿尔山	芒市	1	249	247	否	2767
458	11:20	延吉	西双版纳	3	176	95	否	3623
459	21:10	台州	鄂尔多斯	2	69	49	否	1782
460	06:00	攀枝花	乌海	1	69	40	否	935
461	19:00	温州	永州	5	166	138	否	476
462	06:30	济宁	徐州	3	79	49	否	1571
463	04:00	抚远	怀化	2	62	20	否	1892
464	14:40	兴义	承德	5	221	213	否	1122
465	16:30	满洲里	中卫	4	91	60	否	2913
466	20:30	额济纳旗	恩施	1	62	27	否	781
467	08:40	桂林	香港	1	51	31	否	258
468	04:30	玉树	舟山	3	181	31	否	2296
469	21:10	石家庄	延安	4	93	42	否	3724
470	21:30	黄山	漠河	1	61	59	否	1204
471	01:00	布尔津	延吉	6	159	103	否	846
472	01:10	张家口	呼和浩特	1	197	185	否	165
473	20:50	通化	柳州	7	101	95	否	3669
474	09:30	安顺	临汾	4	60	48	否	1143
475	14:20	南阳	二连浩特	1	85	69	否	2932
476	05:20	建三江	大连	5	92	28	否	1153
477	19:00	保山	烟台	3	73	52	否	2065
478	23:00	天津	秦皇岛	4	236	92	否	2219
479	17:10	绵阳	东营	1	222	196	否	3389
480	16:30	吐鲁番	荆门	2	194	154	否	352
481	02:10	汉中	凯里	1	193	75	否	581
482	09:20	广州	伊春	1	199	8	否	1163
483	00:40	嘉峪关	义乌	6	205	202	否	3921
484	10:10	花土沟	延吉	6	215	175	否	2814
485	03:50	九江	玉树	1	118	52	否	1718
486	05:40	烟台	景德镇	7	178	102	否	2020
487	12:00	克拉玛依	威海	2	66	43	否	3069
488	18:20	银川	澳门	3	119	84	否	239
489	13:20	梧州	杭州	2	97	61	否	152
490	20:00	文山	永州	3	175	121	否	2430
491	05:40	台北	花莲	3	83	7	否	1725
492	18:40	怀化	南充	7	237	203	否	204
493	23:30	南京	台南	6	193	113	否	1274
494	22:50	莎车	张家界	2	120	20	否	866
495	03:20	毕节	乌鲁木齐	3	240	75	否	3336
496	00:40	格尔木	台州	3	146	104	否	181
497	02:40	延安	库车	3	193	77	否	1627
498	02:20	岳阳	桂林	5	81	80	否	637
499	05:50	九寨沟	祁连	1	103	95	否	3223
500	13:20	泉州	大同	7	104	72	否	1873
501	06:30	成都	衢州	2	198	117	否	469
502	17:50	富蕴	台东	3	139	110	否	3402
503	21:50	石家庄	兰州	3	195	163	否	3260
504	17:10	常州	阿拉善右	3	67	64	否	617
505	03:50	阿拉善右	宜宾	3	86	34	否	3711
506	12:10	海口	阿里	6	64	58	否	2135
507	01:30	盐城	大连	4	63	15	否	3675
508	03:00	花莲	郑州	6	220	155	否	745
509	16:10	普洱	延安	6	213	29	否	1137
510	17:20	松原	忻州	4	216	41	否	3407
511	10:30	绵阳	文山	2	117	34	否	769
512	21:20	金昌	玉树	2	196	110	否	2963
513	23:30	马祖	南昌	2	231	73	否	1086
514	00:10	库车	无锡	7	53	19	否	2617
515	07:20	达州	宁蒗	7	69	33	否	1199
516	21:20	武汉	安顺	5	80	71	否	1368
517	14:00	乌海	郑州	1	134	129	否	3012
518	19:40	承德	庆阳	5	176	69	否	763
519	10:50	北海	巴中	1	209	29	否	3694
520	04:50	西昌	青岛	1	161	51	否	3855
521	06:00	合肥	昭通	1	81	18	否	919
522	00:20	连云港	额济纳旗	7	146	57	否	2915
523	09:10	临沂	惠州	1	124	122	否	3817
524	02:40	保山	邵阳	2	87	83	否	669
525	06:00	宜春	长春	3	181	138	否	3928
526	01:00	伊宁	大连	4	52	35	否	494
527	06:50	济宁	黑河	7	67	23	否	1963
528	22:10	天津	阿勒泰	5	187	68	否	3651
529	08:00	安顺	马公	6	217	138	否	1232
530	20:50	富蕴	锡林浩特	6	84	61	否	238
531	07:30	景德镇	珠海	2	143	3	否	884
532	10:10	库尔勒	克拉玛依	7	124	110	否	3954
533	02:10	深圳	沈阳	4	226	98	否	3620
534	10:20	齐齐哈尔	芜湖	3	157	33	否	4000
535	12:00	荆门	果洛	4	69	2	否	2646
536	12:30	澳门	台州	2	66	33	否	3087
537	14:00	阜阳	抚远	3	56	50	否	1191
538	02:00	巴彦淖尔	梧州	4	52	16	否	3422
539	07:00	额济纳旗	芒市	3	78	15	否	423
540	21:00	阿里	若羌	4	94	26	否	3390
541	18:50	天津	库尔勒	4	123	47	否	3922
542	14:00	巫山	太原	1	236	9	否	2783
543	07:00	呼和浩特	烟台	1	63	57	否	1191
544	21:10	夏河	天津	5	125	124	否	139
545	23:30	上饶	凯里	7	202	94	否	339
546	04:00	九江	汉中	2	79	55	否	1675
547	19:20	呼伦贝尔	荔波	3	135	130	否	3793
548	20:50	普洱	台东	7	104	43	否	283
