班次	起飞时间	起点站	终点站	飞行时间	额定载量	已订票	是否起飞	价格
177	01:30	黔江	库尔勒	2	56	39	否	3452
178	21:20	鸡西	长沙	4	86	68	否	928
179	22:50	中卫	临沂	1	211	162	否	755
180	05:30	佛山	衡阳	3	218	109	否	1711
181	22:00	营口	广元	1	91	63	否	2152
182	18:00	昭通	上饶	5	94	89	否	2283
183	19:00	迪庆	兰州	4	77	63	否	2736
184	03:50	阿拉善左	铜仁	2	58	8	否	1506
185	14:50	乌拉特中	沈阳	3	188	23	否	3204
186	19:00	中国台南	通化	3	62	39	否	183
187	07:00	康定	贵阳	7	121	30	否	1775
188	02:40	沧源	襄阳	2	221	37	否	776
189	07:20	南充	中国金门	1	165	160	否	183
190	00:20	台州	松原	7	139	43	否	1599
191	01:30	运城	固原	1	87	65	否	3393
192	00:50	建三江	常德	3	58	50	否	2814
193	19:40	石河子	固原	2	73	34	否	3311
194	02:30	芜湖	阿里	1	187	146	否	1385
195	09:20	中国金门	常州	3	89	79	否	3267
196	07:40	保山	南充	6	221	97	否	2797
197	18:00	抚远	鞍山	6	228	158	否	967
198	16:10	建三江	夏河	6	73	36	否	2282
199	07:30	通化	兴义	4	70	69	否	1725
200	15:30	梧州	石河子	2	171	132	否	3786
201	18:00	九寨沟	莎车	6	85	69	否	1421
202	19:20	迪庆	神农架	2	85	44	否	1192
203	20:20	宁蒗	海拉尔	4	77	46	否	3735
204	22:20	安顺	贵阳	7	76	75	否	525
205	21:00	长治	博乐	1	171	55	否	2342
206	18:00	昌都	邯郸	3	237	26	否	1181
207	15:50	满洲里	成都	4	74	30	否	2908
208	22:30	黄山	银川	5	225	211	否	2884
209	19:50	永州	珠海	6	62	50	否	1285
210	05:30	西双版纳	烟台	1	246	189	否	3680
211	09:50	陇南	菏泽	2	242	226	否	2262
212	06:50	汉中	稻城	5	129	101	否	2134
213	02:00	霍林郭勒	玉树	1	231	7	否	2728
214	04:40	额济纳旗	中国马祖	4	198	6	否	1043
215	16:40	榆林	通辽	1	89	0	否	1457
216	07:10	凯里	二连浩特	7	146	59	否	2192
217	20:50	西双版纳	杭州	5	151	142	否	3033
218	00:30	吕梁	中卫	5	157	48	否	2268
2022 1 5 92
219	20:30	牡丹江	巴中	2	98	68	否	1140
220	05:50	沈阳	沧源	1	168	115	否	3711
221	21:20	果洛	潍坊	1	60	49	否	143
222	11:40	黄山	武隆	4	145	90	否	1239
223	04:30	南通	乌兰浩特	1	71	53	否	134
224	06:10	扎兰屯	湛江	1	167	57	否	1524
225	06:00	东营	舟山	2	54	47	否	1614
226	03:40	池州	阿克苏	6	135	64	否	479
227	00:00	武汉	唐山	1	72	54	否	2463
228	14:50	澜沧	义乌	6	237	154	否	664
229	00:30	大理	白山	3	93	30	否	2753
230	13:30	常州	荆门	1	170	157	否	701
231	10:00	广元	林芝	4	130	43	否	589
232	13:10	庆阳	承德	7	216	88	否	1288
233	03:20	上饶	柳州	1	74	63	否	2378
234	03:10	阿里	中国花莲	2	75	7	否	1096
235	16:30	玉树	绵阳	1	122	111	否	647
236	03:50	营口	阿里	5	130	53	否	2582
237	15:40	延安	琼海	6	94	65	否	617
238	03:00	鄂尔多斯	昆明	4	139	68	否	3126
239	04:50	青岛	义乌	7	75	67	否	2380
240	16:00	黔江	陇南	6	155	32	否	2561
241	12:00	湛江	万州	1	60	25	否	1389
242	07:10	安顺	日照	7	238	66	否	2317
243	04:30	百色	拉萨	7	167	22	否	1879
244	20:20	乌兰浩特	牡丹江	3	127	89	否	2268
245	10:10	佛山	伊宁	1	80	8	否	1918
246	14:20	陇南	阿拉善右	1	207	122	否	270
247	10:50	烟台	中卫	2	109	73	否	3024
248	16:30	中国台北	西昌	5	84	41	否	1576
249	17:40	义乌	兰州	1	100	65	否	738
250	15:10	衢州	北京	4	84	38	否	1610
251	13:50	格尔木	乌拉特中	7	243	62	否	2243
252	18:30	永州	朝阳	2	51	26	否	144
253	10:20	敦煌	杭州	4	213	206	否	934
254	04:10	福州	宜春	6	207	100	否	1793
255	05:00	吕梁	黔江	5	53	46	否	1275
256	11:30	重庆	攀枝花	4	89	49	否	3705
257	11:20	呼伦贝尔	昆明	7	113	4	否	2897
258	12:00	哈尔滨	昌都	1	173	62	否	162
259	18:10	赤峰	济南	6	67	33	否	3926
260	04:20	运城	和田	2	70	49	否	1775
261	14:10	重庆	杭州	1	170	7	否	326
262	07:30	霍林郭勒	唐山	3	92	40	否	1732
263	12:20	新源	运城	1	184	81	否	1029
264	11:40	张家界	塔城	3	95	21	否	1941
265	09:50	祁连	揭阳	7	163	19	否	232
266	13:20	秦皇岛	荆门	6	203	23	否	3143
267	03:50	义乌	宁波	6	116	15	否	2251
268	18:10	西安	鸡西	1	247	132	否	340
269	22:20	齐齐哈尔	稻城	4	112	107	否	654
270	14:50	长沙	怀化	1	99	86	否	3465
271	07:30	中国澳门	松原	5	61	35	否	1802
272	23:50	和田	果洛	3	173	92	否	1658
273	03:30	龙岩	中国台中	7	158	102	否	3218
274	18:30	西安	郑州	4	168	138	否	2417
275	00:00	常德	合肥	6	119	83	否	924
276	20:10	中国台南	银川	1	121	112	否	645
277	02:40	昭通	陇南	1	131	60	否	3820
278	02:20	阿拉善右	重庆	7	129	39	否	1028
279	06:40	泉州	北京	2	62	52	否	1208
280	08:40	吕梁	阜阳	3	100	22	否	606
281	02:30	邯郸	朝阳	7	98	57	否	1942
282	04:50	赣州	鸡西	2	106	53	否	114
283	10:10	柳州	额济纳旗	7	152	24	否	2512
284	19:40	白城	盐城	1	80	73	否	631
285	11:50	兴义	柳州	5	226	38	否	1620
286	01:20	文山	保山	5	55	5	否	3321
287	10:20	玉树	营口	6	72	67	否	3523
288	21:10	阿尔山	中国马公	3	246	66	否	1881
289	21:40	乌海	济宁	1	141	137	否	1156
290	18:30	阿拉善右	通化	1	86	60	否	1322
291	23:20	长沙	忻州	1	69	35	否	1958
292	05:50	中国马祖	额济纳旗	1	66	45	否	3583
293	08:30	运城	杭州	1	236	46	否	3959
294	13:30	宜宾	天水	3	194	90	否	3621
295	10:20	通辽	海拉尔	3	91	3	否	3121
296	05:50	富蕴	九寨沟	3	75	14	否	753
297	20:40	六盘水	霍林郭勒	1	175	151	否	3709
298	12:00	新源	泉州	6	135	59	否	2748
299	17:10	大庆	宜宾	1	234	172	否	2587
300	21:50	玉树	黄山	1	54	21	否	200
301	01:50	汉中	南阳	6	98	13	否	2635
302	13:00	阿拉善左	兴义	1	79	74	否	2825
303	06:00	梧州	巴彦淖尔	1	243	122	否	3519
304	11:10	南通	南宁	4	85	25	否	316
305	15:30	龙岩	乌海	2	246	192	否	3312
306	02:00	攀枝花	遵义	5	145	114	否	1480
307	08:30	恩施	榆林	2	239	74	否	3347
308	00:00	南京	加格达奇	2	98	43	否	3287
309	06:40	义乌	黎平	4	55	19	否	1067
310	02:00	果洛	泸州	1	190	157	否	1451
2022 1 6 48
311	22:40	中国香港	昆明	5	156	127	否	3319
312	21:20	广元	梅州	2	67	60	否	2897
313	20:30	伊宁	中国香港	4	82	49	否	3044
314	02:50	布尔津	鄂尔多斯	6	167	119	否	3898
315	21:20	阿里	中国台南	6	83	42	否	1480
316	06:20	泸州	上饶	1	205	203	否	3676
317	02:00	上饶	广元	5	232	31	否	2853
318	11:40	博乐	秦皇岛	6	106	96	否	240
319	21:40	吕梁	呼和浩特	1	88	76	否	1218
320	17:30	乌拉特中	澜沧	4	180	154	否	3675
321	14:40	常州	荆门	4	56	3	否	2659
322	19:50	贵阳	巫山	5	242	108	否	3283
323	22:50	淮安	博乐	6	137	43	否	3482
324	00:50	西宁	兰州	2	100	46	否	3870
325	06:00	海拉尔	青岛	1	117	15	否	209
326	01:20	博乐	大连	5	145	113	否	2416
327	23:50	满洲里	九江	5	220	218	否	3778
328	17:00	西双版纳	阿拉善左	5	77	62	否	2830
329	19:00	重庆	中国马祖	4	87	53	否	3047
330	15:40	邯郸	兰州	4	63	45	否	1385
331	09:40	锡林浩特	梅州	6	67	34	否	3203
332	20:50	庆阳	松原	3	131	110	否	716
333	12:50	朝阳	和田	4	52	24	否	1066
334	19:20	嘉峪关	建三江	3	219	177	否	109
335	13:50	西昌	大连	1	99	3	否	1211
336	03:20	哈密	广州	5	60	33	否	1764
337	19:20	中国台南	连云港	2	215	3	否	997
338	14:20	白城	花土沟	2	148	60	否	461
339	17:00	文山	长沙	4	234	184	否	3809
340	04:40	乌海	舟山	3	66	64	否	3805
341	14:00	大同	广州	6	162	89	否	3924
342	08:10	昭通	沧源	1	116	2	否	3469
343	21:40	日照	宜宾	2	143	48	否	3354
344	09:20	铜仁	南昌	5	238	104	否	1500
345	23:40	果洛	厦门	1	98	73	否	1480
346	16:10	霍林郭勒	额济纳旗	7	197	16	否	109
347	19:50	福州	黑河	2	249	95	否	2562
348	08:30	成都	锡林浩特	2	125	14	否	2347
349	12:40	额济纳旗	临沧	1	140	63	否	418
350	16:30	富蕴	伊宁	6	196	80	否	3819
351	17:10	长沙	包头	3	224	149	否	2700
352	02:20	布尔津	湛江	3	57	22	否	2678
353	13:30	龙岩	和田	5	79	42	否	2804
354	14:30	泸州	九江	4	90	49	否	2585
355	01:10	大同	扎兰屯	7	145	62	否	2629
356	14:50	大同	安顺	1	165	52	否	416
357	20:10	中国台东	义乌	1	72	40	否	292
358	03:20	额济纳旗	玉树	2	248	36	否	2748
2022 1 7 71
359	00:40	海拉尔	拉萨	3	104	54	否	402
360	07:50	安庆	菏泽	2	125	64	否	187
361	12:40	盐城	太原	6	75	51	否	2976
362	19:10	广元	中国台中	3	242	145	否	2125
363	14:30	南充	常德	6	56	14	否	2900
364	00:10	巴彦淖尔	忻州	5	65	1	否	100
365	11:40	温州	永州	1	242	7	否	2978
366	03:50	库车	合肥	3	96	40	否	2776
367	01:10	满洲里	银川	4	124	81	否	3356
368	01:00	北京	昆明	4	133	116	否	1187
369	21:40	扎兰屯	大同	4	106	51	否	860
370	23:00	舟山	中国台中	3	68	67	否	694
371	18:20	石家庄	天水	5	77	29	否	331
372	02:00	巴中	梅州	7	111	84	否	159
373	08:20	宜宾	九江	4	169	22	否	3277
374	15:40	毕节	北京	4	63	46	否	100
375	09:30	毕节	五大连池	1	247	21	否	367
376	18:20	合肥	阿克苏	7	178	43	否	246
377	20:50	昭通	富蕴	4	190	97	否	3895
378	02:50	陇南	揭阳	5	157	88	否	1354
379	13:30	满洲里	承德	6	71	39	否	261
380	02:10	石家庄	承德	4	69	61	否	2119
381	02:40	鸡西	达州	2	188	52	否	1883
382	17:20	襄阳	中国台北	7	123	23	否	3114
383	15:00	红原	深圳	6	164	96	否	3274
384	10:50	库尔勒	珠海	5	56	9	否	1062
385	01:40	齐齐哈尔	达州	6	167	4	否	3629
386	03:20	喀什	中国嘉义	2	68	28	否	2656
387	22:50	金昌	昭通	1	193	176	否	438
388	01:30	伊宁	常德	2	119	21	否	3684
389	11:50	抚远	六盘水	2	75	73	否	3299
390	16:50	果洛	吕梁	5	157	4	否	2095
391	11:00	厦门	齐齐哈尔	6	137	107	否	2772
392	15:00	中国高雄	岳阳	5	160	43	否	2088
393	21:40	洛阳	鸡西	3	85	58	否	756
394	18:50	乌拉特中	广州	1	115	15	否	2768
395	22:40	锦州	厦门	6	60	25	否	2028
396	13:00	普洱	新源	4	88	73	否	1879
397	17:50	临汾	烟台	3	113	105	否	2887
398	23:30	攀枝花	黔江	4	88	75	否	1025
399	06:00	呼伦贝尔	天水	1	84	56	否	2699
400	19:40	黎平	宜昌	7	174	91	否	1399
401	23:10	呼伦贝尔	池州	2	135	53	否	1310
402	23:30	额济纳旗	南昌	1	81	26	否	1960
403	03:40	格尔木	赤峰	6	76	63	否	3538
404	00:30	中国马公	加格达奇	7	57	5	否	2969
405	23:50	满洲里	襄阳	1	86	42	否	388
406	03:50	延安	乌兰浩特	6	72	31	否	2642
407	06:10	金昌	兴义	5	65	47	否	3273
408	05:10	乌兰察布	漠河	3	102	83	否	3929
409	07:10	恩施	佳木斯	4	100	66	否	1220
410	19:30	长治	拉萨	4	146	110	否	1642
411	07:30	松原	衢州	7	186	98	否	1374
412	17:00	神农架	九江	5	205	150	否	177
413	10:20	常州	梧州	6	229	94	否	2406
414	22:00	阿拉善左	河池	2	135	56	否	3788
415	13:50	九寨沟	巴彦淖尔	4	98	38	否	3570
416	05:50	舟山	石家庄	2	156	2	否	2233
417	14:40	乌拉特中	太原	7	247	133	否	140
418	20:30	沧源	南京	1	66	58	否	1124
419	01:20	忻州	中国台东	4	179	46	否	2806
420	17:10	潍坊	南京	4	210	45	否	2711
421	12:00	林芝	常州	7	51	43	否	2201
422	07:20	伊宁	通化	1	167	88	否	2439
423	18:50	松原	榆林	5	231	74	否	3047
424	20:30	天津	巴中	3	63	32	否	285
425	03:10	深圳	梧州	5	97	90	否	2462
426	20:30	塔城	阿拉善右	1	171	127	否	295
427	17:40	黔江	喀什	2	87	44	否	3478
428	22:10	海口	沧源	7	238	116	否	3992
429	19:50	丽江	延吉	2	161	108	否	2377
2022 1 8 20
430	12:20	毕节	常德	1	233	196	否	184
431	05:30	揭阳	抚远	7	71	1	否	3741
432	20:50	毕节	阿拉善右	5	181	92	否	3375
433	13:20	衢州	菏泽	6	109	68	否	572
434	12:30	和田	通化	4	96	84	否	1367
435	21:00	凯里	郑州	1	55	31	否	2757
436	13:30	巴彦淖尔	汉中	7	173	132	否	1998
437	16:20	义乌	连云港	7	94	25	否	3112
438	01:10	天津	万州	5	139	32	否	3894
439	13:20	吕梁	普洱	2	169	65	否	2043
440	00:40	景德镇	海拉尔	2	98	83	否	1407
441	22:30	唐山	菏泽	4	221	184	否	780
442	11:00	沈阳	安顺	5	84	5	否	3575
443	12:40	乌拉特中	稻城	5	223	115	否	3573
444	04:40	芜湖	澜沧	1	188	60	否	2787
445	08:50	衡阳	大连	6	187	96	否	2163
446	03:20	温州	金昌	3	205	135	否	587
447	10:40	格尔木	台州	1	160	114	否	2543
448	17:30	喀什	锡林浩特	1	170	19	否	2825
449	21:30	兴义	阿拉善右	4	73	18	否	867
2022 1 9 93
450	07:00	呼伦贝尔	丹东	1	129	114	否	2105
451	10:20	银川	武隆	2	156	49	否	2009
452	02:30	广元	库车	5	109	39	否	3712
453	13:30	扬州	白山	7	203	10	否	184
454	05:40	阿拉善左	白山	5	114	108	否	189
455	23:50	九寨沟	信阳	5	65	38	否	603
456	22:30	广元	佛山	4	139	8	否	520
457	07:00	大同	腾冲	1	80	3	否	300
458	03:30	包头	玉树	7	204	193	否	1284
459	07:50	大同	霍林郭勒	6	61	36	否	972
460	23:50	无锡	乌鲁木齐	3	161	43	否	1948
461	15:20	三明	舟山	4	94	41	否	311
462	16:20	富蕴	合肥	6	74	38	否	2027
463	10:10	淮安	成都	7	178	30	否	3348
464	20:10	十堰	杭州	4	199	5	否	2796
465	13:50	六盘水	东营	3	80	74	否	2537
466	22:10	沈阳	塔城	2	186	23	否	1865
467	22:20	中国澳门	长沙	7	167	125	否	135
468	13:50	张家口	莎车	5	85	2	否	3556
469	09:10	武夷山	丹东	6	207	107	否	502
470	04:40	漠河	通辽	3	78	69	否	2233
471	04:30	十堰	中国台南	5	88	22	否	3707
472	10:10	大连	十堰	1	118	89	否	2405
473	03:10	海口	玉树	3	187	10	否	2387
474	18:00	白城	营口	1	147	143	否	1295
475	20:30	且末	菏泽	3	81	36	否	323
476	11:20	丽江	河池	4	178	72	否	2455
477	03:20	邵阳	嘉峪关	3	87	67	否	2055
478	08:50	临汾	珠海	5	208	78	否	3103
479	22:30	中国台南	榆林	1	154	138	否	3455
480	00:30	张家界	通辽	1	226	71	否	2980
481	02:00	乌拉特中	揭阳	7	218	168	否	3062
482	14:30	河池	毕节	5	66	25	否	2159
483	19:20	安庆	忻州	4	57	23	否	1219
484	09:50	保山	库尔勒	7	215	96	否	187
485	22:10	红原	扬州	5	146	143	否	1128
486	20:10	抚远	德令哈	3	250	133	否	1894
487	01:10	莎车	三明	7	98	22	否	1704
488	06:30	宁波	西双版纳	6	220	110	否	731
489	09:00	菏泽	布尔津	7	245	65	否	908
490	19:10	阿拉善左	攀枝花	5	89	14	否	1905
491	02:20	太原	威海	1	191	141	否	2887
492	15:20	伊宁	夏河	6	230	200	否	3435
493	17:50	西昌	日照	3	166	132	否	1502
494	17:20	深圳	厦门	5	135	23	否	1001
495	20:10	常州	大理	2	215	19	否	1951
496	13:50	敦煌	榆林	7	180	159	否	150
497	16:20	五大连池	格尔木	3	71	8	否	657
498	15:20	张掖	锡林浩特	2	157	40	否	3880
499	01:00	临沂	康定	2	221	74	否	1010
500	06:10	中国金门	伊宁	1	123	14	否	2499
501	12:00	芒市	中国花莲	6	86	60	否	2575
502	06:10	攀枝花	达州	3	52	38	否	2443
503	08:00	盐城	张掖	2	227	0	否	1588
504	11:10	海口	加格达奇	5	168	106	否	389
505	07:50	松原	洛阳	4	70	61	否	378
506	20:20	宜春	郑州	2	241	8	否	767
507	16:30	潍坊	义乌	1	231	228	否	414
508	13:50	日喀则	红原	1	90	10	否	2540
509	00:30	盐城	中国台南	4	188	13	否	885
510	03:30	梧州	普洱	6	220	144	否	3855
511	19:50	格尔木	花土沟	5	88	63	否	109
512	19:30	池州	毕节	6	174	64	否	2139
513	07:30	保山	琼海	1	159	30	否	2318
514	17:20	井冈山	杭州	7	182	173	否	3157
515	08:50	赣州	深圳	2	149	23	否	122
516	20:30	运城	乌兰察布	5	58	5	否	1862
517	12:10	固原	果洛	7	72	49	否	592
518	08:20	连云港	中国台北	5	174	132	否	113
519	23:20	乌兰浩特	邵阳	5	152	73	否	1390
520	10:00	芜湖	宜宾	4	99	23	否	2272
521	07:40	舟山	迪庆	1	209	4	否	1307
522	15:50	成都	嘉峪关	1	76	65	否	493
523	00:20	库车	夏河	1	107	63	否	658
524	04:50	克拉玛依	南充	5	234	120	否	3144
525	08:40	南宁	林芝	6	245	5	否	2235
526	22:30	阜阳	兴义	1	210	27	否	1314
527	19:50	三亚	五大连池	2	82	67	否	1683
528	09:20	凯里	衡阳	7	208	161	否	2899
529	07:10	海拉尔	澜沧	7	73	64	否	2074
530	12:50	河池	牡丹江	5	140	58	否	123
531	08:00	昆明	池州	2	60	28	否	2007
532	03:50	保山	赤峰	1	119	47	否	3168
533	12:40	且末	泸州	2	82	74	否	1213
534	11:40	中国马祖	中国台北	7	239	92	否	1015
535	07:50	忻州	宁蒗	2	55	15	否	862
536	17:00	白山	敦煌	5	61	39	否	2511
537	23:30	武夷山	丽江	1	89	38	否	208
538	10:40	南阳	芜湖	7	232	62	否	3495
539	01:20	菏泽	乌拉特中	1	139	51	否	890
