班次	起飞时间	起点站	终点站	飞行时间	额定载量	已订票	是否起飞	价格
104	00:10	锦州	广元	1	130	19	是	2263
105	04:20	陇南	池州	1	230	90	是	1449
106	13:40	延吉	霍林郭勒	7	220	60	是	3794
107	05:10	宁波	包头	2	139	81	是	2727
108	20:00	常州	重庆	3	101	22	是	2564
109	12:30	西昌	包头	6	151	24	是	3969
110	13:40	扎兰屯	衢州	6	119	21	是	1872
111	10:00	常州	临沧	6	56	26	是	441
112	09:30	宜宾	恩施	1	79	49	是	3591
113	23:50	满洲里	北海	1	241	74	是	2699
114	10:40	神农架	阿拉善右	3	123	92	是	174
115	06:20	和田	伊宁	2	180	83	是	299
116	09:50	南充	惠州	1	63	21	是	1683
117	15:40	衡阳	佛山	1	101	82	是	759
118	06:40	伊春	襄阳	7	58	39	是	1448
119	02:10	松原	秦皇岛	7	96	3	是	507
120	02:10	日喀则	杭州	3	59	35	是	2596
121	10:10	日喀则	井冈山	6	217	94	是	1921
122	07:10	富蕴	霍林郭勒	2	184	32	是	734
123	06:20	榆林	黔江	5	212	118	是	2963
124	21:20	芒市	井冈山	1	167	91	是	336
125	09:10	襄阳	白山	7	228	73	是	1452
126	22:00	北海	大连	4	104	14	是	168
127	10:50	琼海	通化	4	216	97	是	2781
128	03:30	河池	乌兰浩特	1	131	117	是	3087
129	11:30	湛江	承德	6	159	40	是	3831
130	19:20	加格达奇	宁蒗	5	218	175	是	1677
131	06:30	澳门	阿拉善右	4	92	35	是	3527
132	17:50	潍坊	南京	3	68	57	是	1763
133	02:40	兴义	锡林浩特	1	191	160	是	1232
134	06:20	德令哈	青岛	5	132	82	是	2884
135	01:30	黑河	芒市	4	144	92	是	3503
136	02:40	昌都	郑州	1	51	3	是	492
137	12:00	建三江	宁波	1	75	10	是	3043
138	22:10	湛江	牡丹江	3	86	46	是	905
139	20:40	朝阳	河池	6	82	65	是	702
140	04:50	吐鲁番	宜宾	2	160	159	是	2339
141	02:00	沧源	马祖	5	246	58	是	625
142	05:40	嘉义	富蕴	1	226	91	是	1309
143	23:50	格尔木	大同	1	140	65	是	1573
144	09:10	赣州	阿里	6	107	90	是	2620
145	12:40	巴彦淖尔	梧州	7	93	56	是	1794
146	09:00	海口	沈阳	4	217	39	是	601
147	02:30	锦州	沈阳	3	178	112	是	3299
148	07:50	邵阳	大庆	4	201	39	是	2065
149	18:30	达州	额济纳旗	5	192	143	是	2058
150	03:30	芜湖	宜春	7	110	88	是	2777
151	05:30	加格达奇	常州	7	82	10	是	1994
152	07:00	大同	九寨沟	5	92	38	是	897
153	04:30	西宁	松原	1	184	16	是	419
154	03:40	若羌	天水	1	109	3	是	2769
155	23:00	西安	信阳	3	142	134	是	1268
156	08:30	大理	克拉玛依	1	154	19	是	556
157	01:30	武汉	景德镇	1	58	22	是	3575
158	16:10	赣州	宁蒗	1	55	9	是	3001
159	18:00	铜仁	三明	1	80	5	是	3665
160	12:50	加格达奇	广元	1	79	57	是	653
161	02:40	湛江	铜仁	5	73	47	是	2674
162	12:40	太原	额济纳旗	1	193	43	是	171
163	20:20	鄂尔多斯	花莲	7	79	47	是	1700
164	01:40	万州	玉树	2	143	17	是	1052
165	23:40	宜昌	赣州	6	107	10	是	2081
166	05:00	霍林郭勒	新源	6	87	42	是	2072
167	06:30	青岛	襄阳	6	51	27	是	3586
168	16:30	台东	揭阳	6	214	118	是	554
169	08:40	乌兰察布	台南	5	82	38	是	893
170	04:20	秦皇岛	塔城	3	101	12	是	130
171	07:00	乌拉特中	阿拉善左	5	79	55	是	1025
172	01:00	格尔木	乌兰浩特	5	245	186	是	3932
173	05:40	绵阳	敦煌	1	130	2	是	382
174	01:00	稻城	阿里	7	190	29	是	465
175	01:40	东营	揭阳	6	166	5	是	3898
176	04:10	永州	衢州	7	119	60	是	410
177	13:50	嘉义	黄山	1	238	147	是	1313
178	20:20	赣州	衡阳	1	241	32	是	3311
179	18:20	张家口	昭通	7	73	38	是	1575
180	01:30	梅州	南阳	4	218	202	是	431
181	02:10	佳木斯	龙岩	5	101	38	是	3386
182	12:10	梅州	果洛	2	99	35	是	753
183	04:10	上饶	乌兰察布	2	92	26	是	2362
184	15:30	乌兰浩特	乌兰察布	4	77	76	是	408
185	02:50	恩施	天津	7	249	126	是	1790
186	10:50	桂林	吐鲁番	2	133	61	是	675
187	05:20	成都	邯郸	5	249	93	是	1299
188	23:30	霍林郭勒	宁波	6	141	36	是	2931
189	14:40	吕梁	岳阳	5	139	126	是	1895
190	15:10	安庆	呼和浩特	1	62	0	是	3410
191	21:10	淮安	太原	1	100	10	是	1118
192	09:30	九江	库尔勒	4	73	23	是	3598
193	05:50	济南	昌都	1	116	94	是	3799
194	16:40	十堰	嘉义	7	183	24	是	125
195	06:10	吕梁	台中	5	162	147	是	1768
196	05:40	邯郸	揭阳	4	247	41	是	3426
197	01:10	沈阳	呼伦贝尔	1	91	22	是	816
198	08:50	金门	海拉尔	3	80	72	是	525
199	14:20	桂林	金昌	3	94	41	是	1167
200	19:20	常州	东营	7	77	14	是	2925
201	08:20	佳木斯	松原	5	186	153	是	1954
202	06:30	阿勒泰	丽江	7	75	9	是	886
203	07:40	鞍山	安庆	1	102	37	是	932
204	10:00	信阳	日照	5	76	5	是	1536
205	11:30	西安	长沙	7	176	149	是	2195
206	09:50	赣州	长治	1	71	43	是	3056
207	15:20	通化	汉中	1	97	82	是	650
208	19:40	大庆	澳门	5	151	80	是	1438
209	10:00	唐山	普洱	5	210	192	是	973
210	18:00	义乌	安庆	2	229	93	是	679
211	15:30	西宁	安庆	1	62	0	是	362
212	07:00	襄阳	南阳	1	76	22	是	499
213	21:40	延安	扎兰屯	1	92	35	是	457
214	17:40	呼伦贝尔	新源	2	63	29	是	3854
215	06:50	临沂	日喀则	1	187	34	是	1326
216	19:20	河池	康定	7	112	103	是	3326
217	04:50	澜沧	长春	1	84	18	是	230
218	14:20	梧州	合肥	1	64	20	是	1408
219	14:10	包头	汉中	2	68	52	是	2010
220	02:20	潍坊	乌兰察布	1	112	61	是	694
221	14:20	文山	淮安	6	69	30	是	128
222	17:30	十堰	惠州	6	138	118	是	1870
223	21:10	青岛	南充	5	174	171	是	1337
224	03:50	东营	白城	3	86	46	是	3636
225	04:40	普洱	万州	1	98	30	是	441
226	01:00	金昌	若羌	2	200	77	是	3737
227	12:20	乌鲁木齐	惠州	1	127	19	是	204
228	21:40	巫山	库尔勒	2	142	2	是	2117
229	22:10	合肥	衡阳	6	56	20	是	393
230	15:00	恩施	上饶	5	58	35	是	1200
231	03:40	阿勒泰	昌都	4	72	5	是	2443
232	09:10	赤峰	衡阳	3	66	38	是	3317
233	04:20	承德	陇南	1	72	15	是	2702
234	11:40	博乐	西安	7	82	72	是	3186
235	02:00	兰州	鄂尔多斯	1	200	53	是	137
236	07:10	陇南	沈阳	1	244	230	是	387
237	14:30	鸡西	扎兰屯	2	171	121	是	2538
238	05:30	新源	大理	7	121	22	是	2315
239	09:30	广州	岳阳	6	194	32	是	2785
240	15:00	五大连池	芜湖	7	76	50	是	1416
241	03:50	北京	河池	7	133	128	是	2767
242	05:00	芒市	佳木斯	7	55	50	是	3661
243	15:40	荆门	铜仁	4	145	74	是	3378
244	00:00	张家口	果洛	1	88	4	是	2743
245	21:00	张掖	西昌	1	62	52	是	228
246	10:40	临汾	宜春	5	88	67	是	3791
247	05:20	牡丹江	邵阳	4	78	33	是	3363
248	04:20	芒市	博乐	5	210	55	是	2122
249	18:50	康定	井冈山	7	190	154	是	973
250	14:10	德令哈	昭通	2	153	74	是	1444
251	03:30	济宁	常德	4	112	102	是	3878
252	09:10	佳木斯	长春	5	104	43	是	1561
253	19:50	义乌	普洱	3	159	117	是	3509
254	23:40	成都	和田	6	180	126	是	2097
255	17:40	泉州	南阳	5	161	10	是	1556
256	16:50	湛江	布尔津	7	92	65	是	1243
257	15:50	香港	伊宁	3	131	39	是	3556
258	14:40	果洛	南京	1	54	7	是	3678
259	23:00	合肥	邵阳	6	209	198	是	726
260	09:30	惠州	青岛	4	201	74	是	181
261	08:20	承德	东营	1	149	11	是	1287
262	02:40	南昌	伊宁	2	97	82	是	1329
263	12:40	二连浩特	博乐	1	83	44	是	648
264	19:50	澜沧	建三江	4	53	25	是	2206
265	12:20	三亚	台中	2	77	68	是	3610
266	05:50	朝阳	永州	3	222	68	是	2646
267	17:10	阿尔山	沧源	4	84	49	是	1595
268	00:10	厦门	徐州	7	92	62	是	3441
269	20:00	洛阳	石家庄	1	125	123	是	1126
270	05:10	荆门	长沙	2	136	75	是	1199
271	14:20	张家界	济南	1	104	71	是	2017
272	14:20	祁连	保山	4	93	43	是	1580
273	08:20	秦皇岛	哈密	4	94	8	是	891
274	04:30	库尔勒	黎平	1	119	33	是	2251
275	19:00	桂林	潍坊	5	95	28	是	2335
276	14:20	固原	南昌	5	113	95	是	2117
277	08:50	库车	天津	4	71	51	是	3174
278	16:10	襄阳	营口	5	246	160	是	1040
279	16:40	台州	衢州	3	102	17	是	3425
280	16:10	哈密	白山	1	130	119	是	2033
281	12:30	昭通	澳门	1	113	44	是	2975
282	01:00	十堰	济南	1	197	163	是	1256
283	20:10	阿勒泰	红原	1	142	109	是	3376
284	12:30	运城	台中	6	129	22	是	488
285	03:30	文山	海口	3	208	146	是	2233
286	01:20	南昌	合肥	3	198	72	是	565
287	09:30	丽江	荆州	1	74	14	是	1491
288	01:10	长沙	普洱	7	51	43	是	133
289	06:40	荔波	丽江	2	62	46	是	857
290	14:00	阿拉善左	河池	4	246	137	是	1085
291	13:50	喀什	延吉	1	194	42	是	3048
292	17:30	重庆	沧源	2	211	145	是	2554
293	13:40	张掖	遵义	6	94	65	是	3973
294	10:10	桂林	鄂尔多斯	4	219	198	是	628
295	09:20	迪庆	延安	2	50	46	是	256
296	10:00	荔波	临沧	1	75	41	是	3309
297	00:00	龙岩	西双版纳	6	200	57	是	394
298	03:20	延安	太原	3	64	21	是	3741
299	20:50	临沂	克拉玛依	4	89	32	是	3302
300	05:00	永州	景德镇	2	186	129	是	3931
301	15:00	兰州	嘉义	3	98	39	是	1675
302	09:20	毕节	南通	1	189	52	是	181
303	00:10	邯郸	抚远	6	202	80	是	3582
304	18:20	烟台	菏泽	6	63	35	是	126
305	09:30	常州	西双版纳	5	178	116	是	3820
306	22:10	宜春	海口	5	68	26	是	2645
307	11:50	营口	十堰	2	147	3	是	949
308	16:50	伊宁	且末	5	201	84	是	3857
309	00:50	梅州	漠河	4	120	14	是	1768
310	09:40	佛山	临沧	1	224	69	是	3318
311	07:40	赣州	荆门	6	81	35	是	1988
312	01:40	宜昌	东营	7	71	4	是	2015
313	10:10	汉中	三亚	1	178	10	是	3471
314	01:30	长春	齐齐哈尔	2	69	29	是	561
315	18:10	上饶	太原	3	54	37	是	3459
2021 12 16 387
316	14:20	保山	陇南	6	171	75	是	1052
317	08:20	珠海	常州	1	223	0	是	2354
318	21:50	邯郸	攀枝花	7	62	60	是	2196
319	21:50	沈阳	昭通	1	153	70	是	2004
320	19:10	重庆	文山	1	74	42	是	3278
321	19:50	拉萨	林芝	2	151	74	是	3430
322	10:50	格尔木	日照	1	74	17	是	1247
323	14:50	阿勒泰	黄山	5	100	46	是	919
324	10:50	西宁	衢州	3	142	71	是	1892
325	19:00	井冈山	昆明	4	204	98	是	1364
326	13:00	泸州	呼伦贝尔	5	170	117	是	3372
327	07:40	祁连	巴彦淖尔	7	62	58	是	1116
328	03:20	北京	陇南	5	209	113	是	2596
329	00:10	百色	金昌	1	54	37	是	3804
330	07:10	井冈山	扬州	6	147	49	是	3314
331	01:00	大理	昌都	6	169	21	是	1943
332	23:10	朝阳	塔城	6	163	51	是	3452
333	17:40	庆阳	陇南	6	143	120	是	2756
334	16:20	攀枝花	丹东	2	94	76	是	3212
335	11:30	佳木斯	贵阳	3	94	68	是	3304
336	22:50	台中	阿拉善左	7	194	56	是	1159
337	14:20	延吉	庆阳	5	125	21	是	1824
338	23:20	张家界	永州	2	230	1	是	806
339	06:10	洛阳	文山	6	100	57	是	2783
340	15:00	马公	宜春	7	207	84	是	2498
341	16:20	荆州	台中	5	82	38	是	3253
342	04:40	博乐	广元	5	58	13	是	3715
343	10:10	昌都	陇南	7	241	156	是	2524
344	19:30	佳木斯	南竿	7	73	46	是	3165
345	23:00	宜昌	西双版纳	7	138	32	是	2404
346	00:20	石家庄	菏泽	3	241	171	是	3156
347	22:00	鄂尔多斯	大理	4	220	163	是	1588
348	09:40	赣州	十堰	7	91	84	是	3416
349	02:50	吐鲁番	汉中	3	92	50	是	2998
350	19:20	惠州	布尔津	6	227	187	是	223
351	02:10	嘉义	康定	1	196	79	是	1875
352	18:00	武汉	东营	6	124	63	是	1186
353	18:40	池州	玉树	1	62	16	是	1116
354	20:50	祁连	西昌	4	230	160	是	1133
355	07:00	攀枝花	舟山	1	67	65	是	2405
356	06:20	吕梁	莎车	4	75	53	是	2971
357	15:10	乌鲁木齐	高雄	7	141	115	是	3476
358	12:20	烟台	景德镇	5	70	28	是	1978
359	13:30	梧州	青岛	7	74	27	是	3317
360	20:20	芜湖	三亚	3	128	116	是	181
361	16:30	加格达奇	黄山	7	100	73	是	394
362	10:20	锡林浩特	乌兰浩特	2	116	16	是	1690
363	11:30	呼伦贝尔	营口	4	82	59	是	1865
364	05:00	淮安	台州	1	65	16	是	1550
365	13:50	岳阳	成都	1	50	19	是	168
366	07:10	台南	马公	3	67	63	是	1080
367	18:10	布尔津	建三江	5	161	8	是	1185
368	00:30	鄂尔多斯	庆阳	6	100	86	是	3966
369	07:30	泉州	湛江	5	119	111	是	3052
370	19:10	洛阳	腾冲	7	86	66	是	3597
371	09:10	武汉	汉中	4	143	84	是	113
372	14:10	济宁	遵义	3	134	97	是	3919
373	22:10	九寨沟	玉树	2	223	159	是	3020
374	05:40	九江	襄阳	6	228	134	是	3529
375	17:00	河池	衢州	1	106	72	是	2961
376	22:00	二连浩特	上饶	7	172	132	是	2255
377	17:00	温州	怀化	1	82	52	是	2763
378	22:40	三明	兰州	2	83	52	是	283
379	02:10	大同	九江	4	200	85	是	3001
380	09:40	荆门	龙岩	3	134	74	是	2462
381	09:10	大连	揭阳	1	207	177	是	2953
382	05:10	琼海	梧州	1	77	9	是	3907
383	11:00	梅州	迪庆	4	156	113	是	2222
384	22:40	重庆	九寨沟	7	69	0	是	2864
385	13:10	永州	台中	2	96	61	是	3100
386	10:10	汉中	丹东	3	83	22	是	142
387	21:20	日喀则	西宁	1	232	144	是	1353
388	22:30	柳州	广元	2	153	138	是	1186
389	14:30	井冈山	金昌	5	80	11	是	2112
390	07:00	博乐	攀枝花	1	241	123	是	3454
391	15:00	中卫	宜宾	4	175	10	是	2445
392	17:50	呼和浩特	丹东	5	75	46	是	2750
393	20:50	邯郸	铜仁	2	75	60	是	1737
394	10:20	花土沟	白城	2	116	85	是	3543
395	09:20	宁波	盐城	5	61	40	是	1221
396	06:00	新源	深圳	7	232	187	是	1237
397	22:10	济南	齐齐哈尔	1	128	35	是	3120
398	11:10	庆阳	稻城	7	67	4	是	3791
399	13:50	乌海	塔城	3	234	110	是	1970
400	06:40	夏河	宜春	1	142	19	是	1728
401	12:00	拉萨	赤峰	1	213	209	是	1486
402	03:10	龙岩	宜春	1	106	44	是	3077
403	09:00	德令哈	百色	7	135	47	是	1133
404	00:30	额济纳旗	牡丹江	2	93	92	是	3382
405	23:30	巴彦淖尔	连云港	2	66	60	是	219
406	18:20	景德镇	台州	4	56	33	是	3880
407	05:30	拉萨	吕梁	1	198	110	是	3515
408	13:30	乌兰浩特	扬州	3	226	108	是	755
409	07:40	霍林郭勒	百色	5	58	7	是	1542
410	15:30	琼海	舟山	4	147	129	是	3315
411	18:00	长沙	额济纳旗	7	236	103	是	755
412	12:00	玉树	莎车	4	143	55	是	104
413	03:40	广元	格尔木	2	68	42	是	1554
414	18:10	宁蒗	台南	7	146	124	是	1340
415	00:00	万州	洛阳	3	112	52	是	657
416	22:00	沧源	威海	4	228	223	是	1165
417	12:00	井冈山	二连浩特	1	82	63	是	3958
418	13:40	赤峰	河池	6	63	20	是	548
419	14:20	怀化	香港	5	70	31	是	1858
420	03:50	宁蒗	池州	3	216	33	是	3872
421	18:40	青岛	广元	1	99	27	是	3849
422	05:10	营口	伊宁	1	148	56	是	653
423	20:50	怀化	威海	5	229	19	是	876
424	10:50	澜沧	广州	2	144	59	是	2396
425	04:50	义乌	吐鲁番	1	223	219	是	3166
426	21:10	台东	太原	6	112	59	是	206
427	20:50	西宁	南昌	2	87	86	是	2589
428	19:40	吕梁	湛江	1	103	71	是	3370
429	18:40	池州	抚远	4	106	103	是	2485
430	19:20	通辽	怀化	1	87	45	是	1920
431	04:40	赤峰	泸州	5	232	20	是	1751
432	00:00	乌海	红原	1	86	7	是	1782
433	13:30	巴中	荆州	1	97	10	是	1981
434	23:30	中卫	义乌	5	142	127	是	2582
435	04:40	大同	台州	5	242	209	是	2237
436	06:40	黎平	无锡	5	78	57	是	2504
437	13:20	扎兰屯	重庆	7	81	78	是	3707
438	02:40	普洱	芒市	6	62	52	是	1622
439	21:00	嘉峪关	海口	3	97	76	是	3519
440	00:10	南阳	松原	3	152	19	是	2761
441	01:40	南通	和田	6	246	35	是	2835
442	04:00	宁蒗	敦煌	2	96	23	是	3586
443	14:00	海口	营口	6	69	35	是	2949
444	04:00	长治	洛阳	1	147	116	是	2420
445	18:40	昌都	赤峰	1	183	20	是	2898
446	20:40	西双版纳	昌都	2	237	230	是	618
447	00:00	富蕴	五大连池	7	146	36	是	3758
448	18:10	扎兰屯	白城	5	78	16	是	3426
449	15:50	攀枝花	太原	2	87	82	是	542
450	03:00	西宁	黔江	5	126	70	是	266
451	03:10	琼海	东营	6	215	153	是	114
452	19:40	大连	广元	1	181	56	是	3124
453	09:00	东营	祁连	7	78	3	是	1540
454	08:50	南通	石家庄	4	122	51	是	151
455	22:50	佛山	丽江	2	130	3	是	427
456	15:00	扬州	神农架	4	86	2	是	3215
457	00:30	九江	赣州	4	70	63	是	777
458	20:20	太原	阿拉善左	7	186	25	是	537
459	10:30	惠州	库车	3	238	133	是	2822
460	13:20	长治	宜春	1	147	47	是	2521
461	11:40	黔江	杭州	4	128	71	是	3019
462	22:30	若羌	海拉尔	5	106	74	是	3563
463	22:40	日照	沧源	3	209	170	是	1384
464	13:10	南竿	金门	2	227	193	是	3463
465	10:00	扎兰屯	长治	5	242	54	是	3111
466	07:00	南阳	泸州	6	75	7	是	2208
467	03:00	黑河	丹东	7	156	52	是	2660
468	17:10	信阳	迪庆	5	156	36	是	3859
469	06:20	福州	三亚	7	58	18	是	816
470	23:20	邵阳	日照	3	87	70	是	190
471	17:20	伊宁	海拉尔	2	69	25	是	3829
472	06:20	固原	赣州	7	81	5	是	366
473	15:20	台中	舟山	3	125	7	是	1978
474	13:20	常德	盐城	4	88	11	是	1189
475	23:50	北海	荔波	2	68	34	是	2435
476	07:00	乌拉特中	揭阳	1	112	69	是	3522
477	12:10	威海	芜湖	1	131	103	是	3077
478	10:30	临汾	德令哈	1	204	19	是	2598
479	13:40	菏泽	铜仁	7	223	216	是	3619
480	02:50	邵阳	庆阳	1	64	8	是	1740
481	06:40	迪庆	攀枝花	1	53	11	是	191
482	21:00	文山	徐州	1	74	22	是	1772
483	04:30	普洱	恩施	2	144	88	是	3918
484	07:10	霍林郭勒	怀化	2	240	143	是	3796
485	13:50	南宁	贵阳	1	199	159	是	3282
486	07:30	庆阳	达州	4	218	54	是	2805
487	20:20	永州	怀化	3	208	54	是	2711
488	15:20	武夷山	五大连池	2	83	61	是	2061
489	16:30	莎车	阿里	3	50	8	是	3425
490	23:20	济宁	恩施	3	140	54	是	628
491	20:40	柳州	牡丹江	1	55	13	是	2015
492	10:20	宜宾	贵阳	2	192	105	是	3548
493	23:50	珠海	青岛	7	159	93	是	156
494	06:20	中卫	荔波	5	91	54	是	1573
495	13:40	信阳	库车	4	68	25	是	3446
496	15:50	敦煌	乌鲁木齐	1	178	28	是	3625
497	03:30	佛山	白城	5	200	17	是	2492
498	11:20	兴义	遵义	3	59	49	是	2808
499	14:40	敦煌	台南	6	95	69	是	3256
500	15:00	加格达奇	宜宾	1	55	41	是	3543
501	04:10	河池	九寨沟	4	52	41	是	403
502	23:40	池州	伊宁	5	73	26	是	141
503	00:50	石河子	澜沧	5	71	43	是	540
504	17:40	威海	运城	7	54	42	是	907
505	17:20	大庆	惠州	5	226	74	是	3826
506	02:10	花土沟	毕节	2	226	130	是	221
507	19:00	上海	澳门	1	175	138	是	1789
508	22:00	额济纳旗	迪庆	5	120	61	是	926
509	19:00	黄山	赣州	7	65	64	是	2187
510	19:40	鞍山	延安	3	240	227	是	1853
511	22:50	松原	深圳	3	86	24	是	1093
512	06:00	文山	迪庆	2	114	72	是	963
513	09:10	重庆	长沙	2	161	141	是	2999
514	19:30	西昌	临沧	1	102	23	是	1921
515	02:30	厦门	潍坊	2	113	5	是	902
516	00:00	二连浩特	大庆	1	224	168	是	464
517	04:50	黄山	阿拉善右	1	100	99	是	408
518	01:50	博乐	沧源	7	152	147	是	707
519	22:50	香港	上饶	7	90	59	是	3064
520	20:50	北京	锡林浩特	4	102	5	是	1510
521	04:50	梧州	金门	7	242	84	是	1685
522	22:50	三亚	十堰	3	194	132	是	575
523	02:10	兰州	马祖	2	70	68	是	3504
524	11:40	永州	忻州	1	94	0	是	1783
525	08:10	乌鲁木齐	宁波	7	142	45	是	1693
526	17:30	广元	大同	2	198	104	是	145
527	16:00	金昌	且末	2	218	121	是	788
528	13:10	潍坊	南通	4	83	66	是	2363
529	16:00	荆门	泉州	1	189	94	是	2699
530	19:00	广元	稻城	5	213	91	是	477
531	06:30	霍林郭勒	五大连池	1	139	120	是	2602
532	01:10	昌都	巫山	1	80	14	是	2409
533	05:30	乌兰浩特	台州	4	82	2	是	1044
534	20:50	白山	普洱	3	225	141	是	349
535	12:00	杭州	洛阳	3	69	10	是	987
536	08:30	嘉义	临汾	3	51	45	是	478
537	23:40	包头	腾冲	2	127	107	是	471
538	19:20	天水	武隆	5	52	14	是	1537
539	11:30	漠河	丽江	4	206	47	是	1866
540	10:30	夏河	林芝	5	225	1	是	1967
541	13:00	万州	常州	1	55	28	是	323
542	01:10	珠海	舟山	2	174	125	是	3239
543	03:10	忻州	绵阳	3	78	2	是	3518
544	06:00	锦州	成都	7	208	109	是	430
