班次	起飞时间	起点站	终点站	飞行时间	额定载量	已订票	是否起飞	价格
143	20:10	宜春	哈密	5	75	58	否	3067
144	18:30	乌海	运城	6	89	12	是	1494
145	14:50	马公	太原	3	85	49	是	3441
146	09:10	岳阳	荆州	1	210	202	是	1697
147	10:20	花土沟	长春	7	72	67	是	2221
148	06:10	三亚	临汾	5	73	45	是	2553
149	02:00	松原	嘉峪关	3	110	46	是	1918
150	03:40	乌兰浩特	敦煌	6	62	43	是	393
151	15:50	武隆	梅州	7	81	54	是	844
152	09:10	固原	若羌	4	124	9	是	835
153	17:00	洛阳	盐城	5	64	56	是	277
154	01:30	阿拉善左	巴彦淖尔	1	211	130	是	2692
155	01:10	信阳	秦皇岛	6	86	79	是	167
156	12:00	鞍山	安庆	4	249	86	是	3972
157	01:20	呼伦贝尔	锦州	3	139	103	是	177
158	11:40	白城	威海	1	99	47	是	3310
159	01:50	呼伦贝尔	通化	4	106	88	是	2837
160	23:50	南通	景德镇	5	72	2	否	246
161	19:20	朝阳	高雄	3	76	49	否	2773
162	00:50	台北	库车	4	100	89	是	3899
163	15:20	南宁	乌拉特中	1	77	27	是	1472
164	09:10	长沙	南竿	6	106	9	是	2198
165	22:40	敦煌	武隆	6	221	178	否	2429
166	10:10	惠州	北京	5	95	36	是	844
167	18:40	漠河	乌拉特中	4	56	43	是	2667
168	12:10	青岛	西安	1	115	51	是	1299
169	20:10	阿拉善右	阿勒泰	4	193	60	否	446
170	15:20	怀化	福州	3	87	21	是	2224
171	20:20	德令哈	玉树	6	82	27	否	1468
172	22:10	武汉	遵义	4	74	54	否	2994
173	03:20	百色	马公	4	73	35	是	860
174	00:10	龙岩	威海	5	198	183	是	2851
175	19:40	张家口	绵阳	7	154	29	否	2137
176	16:10	武汉	乌兰察布	1	215	42	是	1182
177	05:10	格尔木	额济纳旗	1	227	92	是	916
178	21:50	贵阳	呼和浩特	5	79	7	否	472
179	08:10	花土沟	唐山	7	85	25	是	628
180	18:20	天津	台中	5	63	33	是	498
181	16:40	常德	达州	6	85	31	是	137
182	14:50	宁波	保山	1	195	16	是	3567
183	19:30	天津	加格达奇	6	216	1	否	391
184	19:40	威海	临汾	2	66	0	否	2989
185	04:20	南昌	琼海	7	114	52	是	2659
186	02:20	嘉义	康定	2	237	199	是	3550
187	20:10	邵阳	喀什	3	62	0	否	3047
188	21:20	若羌	宁蒗	1	240	235	否	3713
189	11:30	青岛	泉州	3	149	72	是	3391
190	11:00	南宁	台州	1	245	142	是	187
191	03:00	海口	阿尔山	1	102	44	是	952
192	14:30	南昌	长治	1	56	10	是	3907
193	12:00	金门	淮安	2	207	112	是	2814
194	07:00	塔城	包头	3	164	54	是	2261
195	15:20	盐城	腾冲	3	132	61	是	2916
196	15:20	富蕴	舟山	1	87	0	是	3538
197	22:50	惠州	长沙	4	239	46	否	2727
198	23:20	达州	腾冲	2	99	41	否	2647
199	17:40	河池	岳阳	5	131	8	是	3723
200	16:40	乌拉特中	马公	1	193	181	是	1507
