班次	起飞时间	起点站	终点站	飞行时间	额定载量	已订票	是否起飞	价格
89	04:00	襄阳	德令哈	6	173	25	是	121
90	16:40	西安	稻城	4	226	19	是	3269
91	04:50	神农架	洛阳	5	93	39	是	1336
92	23:00	阿克苏	扎兰屯	4	120	18	是	3285
93	23:20	黄山	阿拉善左	7	222	84	是	3308
94	12:20	金昌	秦皇岛	2	243	181	是	3469
95	11:20	石家庄	郑州	2	170	12	是	454
96	21:50	乌兰浩特	东营	2	71	21	是	612
97	14:20	新源	迪庆	1	105	0	是	208
98	22:30	日照	黔江	2	226	135	是	853
99	11:40	北京	珠海	3	55	39	是	434
100	12:50	和田	上海	7	53	27	是	3767
101	00:40	泉州	文山	4	66	43	是	200
102	05:50	营口	漠河	5	195	153	是	1700
103	02:20	温州	漠河	1	54	12	是	1400
104	22:20	锦州	黄山	2	102	20	是	632
105	06:40	稻城	邵阳	7	72	7	是	3880
106	02:10	稻城	达州	2	154	101	是	3505
107	00:10	徐州	北海	3	142	77	是	3458
108	08:40	丹东	武夷山	3	64	32	是	596
109	07:40	赤峰	芒市	2	59	0	是	2099
110	13:20	阿克苏	朝阳	2	79	61	是	300
111	22:10	若羌	宜昌	2	105	32	是	3450
112	20:20	果洛	沈阳	4	193	50	是	2540
113	04:20	惠州	乌兰浩特	6	98	68	是	3213
114	21:30	兴义	库车	5	91	5	是	3061
115	04:30	中卫	通辽	5	151	26	是	480
116	18:30	怀化	陇南	2	117	24	是	1326
117	04:30	龙岩	五大连池	3	69	19	是	312
118	10:30	上饶	六盘水	2	236	60	是	3296
119	17:30	若羌	常德	5	181	13	是	109
120	10:00	乌兰察布	百色	1	69	4	是	2076
121	16:20	抚远	菏泽	1	188	77	是	1709
122	13:00	西双版纳	唐山	1	137	113	是	2977
123	06:40	舟山	马公	2	222	160	是	437
124	03:00	富蕴	大连	4	96	95	是	1888
125	00:20	宁蒗	福州	6	176	79	是	2731
126	06:20	芜湖	哈密	4	209	42	是	2333
127	02:30	宁蒗	荆门	3	169	166	是	1264
128	21:10	南宁	巴中	6	125	68	是	2603
129	03:30	武汉	锡林浩特	4	241	215	是	207
130	04:20	吐鲁番	黑河	1	233	8	是	2332
131	06:00	松原	黎平	1	179	15	是	644
132	01:50	乌兰浩特	赤峰	7	55	39	是	1075
133	17:30	二连浩特	芜湖	3	99	2	是	664
134	00:10	澜沧	富蕴	1	76	33	是	680
135	02:00	香港	西宁	3	77	62	是	2897
136	07:50	毕节	宜昌	7	122	88	是	622
137	20:10	井冈山	岳阳	3	88	45	是	3168
138	10:10	日喀则	玉树	1	140	23	是	582
139	21:40	广州	福州	1	50	24	是	314
140	22:40	汉中	广元	5	142	86	是	3579
141	02:20	稻城	凯里	3	217	44	是	2762
142	08:10	珠海	黑河	6	108	32	是	2744
143	07:40	格尔木	呼伦贝尔	5	80	67	是	413
144	23:00	花土沟	和田	2	54	2	是	2738
145	19:10	阿拉善左	济宁	4	66	59	是	2470
146	05:00	澳门	乌拉特中	5	74	36	是	2326
147	17:40	芒市	青岛	5	84	71	是	3244
148	01:40	霍林郭勒	河池	5	83	81	是	3431
149	16:40	东营	伊春	5	50	17	是	2813
150	15:20	喀什	台中	7	55	9	是	3031
151	19:00	红原	乌海	1	187	56	是	2558
152	21:10	信阳	巴中	7	148	134	是	1450
153	08:30	包头	惠州	6	143	9	是	1052
154	23:40	秦皇岛	荆门	3	61	59	是	2259
155	20:20	白山	鸡西	2	148	106	是	3885
156	02:50	三明	朝阳	7	227	28	是	2084
157	04:40	通化	安庆	1	102	75	是	1467
158	04:30	朝阳	赤峰	1	240	207	是	1188
159	21:20	丹东	芒市	1	247	191	是	3215
160	09:10	台中	福州	6	82	79	是	3362
161	20:30	遵义	长沙	4	131	68	是	2796
162	23:30	乌海	上饶	3	180	103	是	217
163	14:40	黄山	湛江	2	163	110	是	3554
164	02:30	常州	陇南	4	175	133	是	1570
165	15:40	井冈山	广州	7	218	104	是	2035
166	07:50	上海	稻城	6	85	16	是	1244
167	14:00	惠州	长春	1	80	4	是	3129
168	12:00	温州	毕节	1	84	44	是	214
169	14:10	达州	荆门	3	134	83	是	160
170	21:50	锡林浩特	长治	5	129	100	是	3662
171	21:00	凯里	巴中	4	83	0	是	3185
172	23:10	淮安	忻州	3	63	31	是	1821
173	08:20	日喀则	信阳	1	250	151	是	405
174	16:20	厦门	凯里	6	65	49	是	2844
175	12:40	长沙	武隆	4	99	18	是	945
176	21:20	温州	邵阳	4	60	5	是	131
177	06:50	包头	凯里	5	216	120	是	2744
178	01:10	黑河	济宁	1	187	38	是	425
179	03:40	常州	郑州	1	94	50	是	1613
180	19:40	菏泽	九寨沟	4	195	111	是	3149
181	15:10	莎车	海口	2	82	81	是	3128
182	08:00	香港	德令哈	7	68	31	是	1256
183	09:20	济宁	海口	1	62	36	是	1408
184	20:00	漠河	临沧	2	58	2	是	2094
185	12:50	中卫	宜宾	1	232	110	是	3768
186	04:00	大连	菏泽	1	204	78	是	1208
187	07:10	琼海	盐城	7	200	159	是	3772
188	06:20	黄山	宁蒗	7	241	30	是	3966
189	13:40	和田	威海	1	80	36	是	3613
190	22:10	榆林	呼伦贝尔	3	188	12	是	128
191	12:00	鞍山	迪庆	1	121	19	是	2402
192	09:40	通化	舟山	2	225	9	是	2224
193	17:00	北海	常州	7	242	89	是	1590
194	05:00	昭通	南阳	1	58	11	是	3366
195	01:30	十堰	九江	7	111	109	是	2977
196	06:40	宁波	漠河	4	79	32	是	584
197	09:30	乌拉特中	合肥	7	227	26	是	2888
198	18:40	南通	文山	1	77	4	是	3486
199	06:30	忻州	梅州	2	67	0	是	1432
200	05:20	台北	柳州	5	183	150	是	3504
201	04:00	珠海	呼和浩特	7	103	40	是	671
202	04:00	绵阳	祁连	4	226	6	是	175
203	02:10	鞍山	龙岩	2	194	114	是	1682
204	21:20	舟山	徐州	4	121	91	是	936
205	11:40	白城	成都	1	124	80	是	3125
206	20:40	乌海	龙岩	2	94	8	是	1457
207	21:30	红原	文山	7	230	115	是	381
208	15:00	十堰	朝阳	2	89	36	是	2056
209	13:00	榆林	三亚	2	240	63	是	131
210	10:00	大连	永州	2	70	41	是	694
211	08:40	喀什	南宁	1	133	105	是	442
212	02:20	鸡西	沈阳	6	181	27	是	3054
213	03:00	夏河	鄂尔多斯	4	107	27	是	1352
214	05:00	百色	深圳	4	240	63	是	3589
215	19:20	衢州	荆门	5	125	65	是	756
216	23:00	扎兰屯	三明	1	95	14	是	862
217	05:20	毕节	鸡西	7	81	80	是	428
218	21:20	南阳	张掖	1	156	110	是	680
219	05:20	漠河	烟台	7	209	198	是	953
220	13:20	呼伦贝尔	惠州	2	80	60	是	389
221	10:00	运城	海口	2	189	66	是	3741
222	03:40	台中	西昌	1	134	69	是	107
223	07:50	额济纳旗	北海	6	233	177	是	2921
224	05:40	海口	福州	2	244	145	是	144
225	18:40	临汾	霍林郭勒	6	65	53	是	3165
226	23:50	惠州	荆州	3	186	46	是	2350
227	00:30	固原	营口	1	218	17	是	1288
228	15:40	漠河	敦煌	1	99	17	是	2975
229	15:00	巴中	汉中	3	205	39	是	177
230	09:40	夏河	厦门	1	218	142	是	1982
231	09:50	安庆	连云港	1	144	59	是	1900
232	10:10	鸡西	且末	6	109	27	是	2585
233	14:00	连云港	马祖	1	186	15	是	2317
234	07:00	宁波	昌都	1	235	142	是	2680
235	18:40	承德	太原	5	164	51	是	2382
236	14:40	北海	日喀则	2	182	72	是	3502
237	18:00	琼海	常德	5	170	79	是	3015
238	20:50	固原	阜阳	2	72	13	是	2678
239	10:00	广元	库尔勒	6	74	55	是	3578
240	21:20	毕节	徐州	4	73	63	是	3847
241	16:00	敦煌	昆明	3	103	100	是	3486
242	14:30	台南	上饶	6	243	54	是	3988
243	18:40	珠海	武汉	3	57	49	是	2309
244	20:30	衢州	万州	5	71	48	是	762
245	11:50	花土沟	绵阳	2	53	9	是	2341
246	21:30	漠河	梅州	5	150	5	是	602
247	09:40	临汾	加格达奇	5	104	56	是	3939
248	22:30	衢州	建三江	4	225	172	是	330
249	17:20	衡阳	长沙	1	236	114	是	3892
250	19:40	珠海	南通	7	198	59	是	3251
251	00:30	绵阳	腾冲	4	228	44	是	2765
252	09:10	通化	武汉	2	176	9	是	1929
253	18:00	南京	延安	1	122	31	是	3467
254	13:10	南竿	龙岩	3	134	113	是	3403
255	06:20	呼和浩特	日喀则	7	162	150	是	867
256	13:00	威海	深圳	7	105	83	是	3399
257	16:10	宜宾	金昌	1	83	25	是	1133
258	14:40	徐州	西安	2	154	57	是	2786
259	12:10	南阳	湛江	6	173	82	是	1063
260	19:00	格尔木	石家庄	2	62	12	是	174
261	00:30	昌都	大同	2	209	65	是	939
262	19:30	菏泽	台东	3	100	88	是	2347
263	17:30	怀化	和田	2	177	175	是	1388
264	03:40	嘉峪关	重庆	3	217	168	是	133
265	12:10	桂林	库尔勒	4	100	50	是	430
266	23:40	南京	中卫	7	122	4	是	2050
267	14:40	台南	铜仁	3	209	101	是	2139
268	04:50	北海	昆明	3	50	26	是	1610
269	04:20	台州	珠海	6	79	47	是	3411
270	16:10	万州	景德镇	5	182	151	是	1840
271	03:30	二连浩特	长治	1	177	29	是	1107
272	15:30	六盘水	温州	2	216	126	是	2358
273	16:30	澜沧	澳门	1	112	106	是	143
274	06:20	阿拉善右	阿里	6	95	74	是	1641
275	07:10	霍林郭勒	西双版纳	3	70	8	是	826
276	11:10	芒市	黑河	7	58	29	是	2848
277	15:40	邵阳	芒市	4	203	187	是	669
278	02:30	营口	秦皇岛	2	130	93	是	392
279	19:50	盐城	泉州	1	142	130	是	3048
280	01:40	朝阳	郑州	3	100	38	是	2113
281	17:30	潍坊	西双版纳	7	199	146	是	1491
282	20:20	永州	烟台	1	71	57	是	1014
283	14:50	巴中	宁蒗	4	113	19	是	1301
284	16:40	长春	额济纳旗	6	57	35	是	2201
285	23:00	喀什	锡林浩特	4	209	93	是	2126
286	11:30	毕节	凯里	1	90	44	是	3168
287	01:30	花莲	上饶	4	239	187	是	334
288	01:00	徐州	天水	7	53	16	是	1901
289	17:50	汉中	果洛	1	60	35	是	2073
290	00:10	邵阳	西安	4	130	113	是	3249
291	03:10	抚远	淮安	1	196	48	是	2396
292	12:10	长春	万州	6	99	40	是	3980
293	14:40	南昌	澳门	6	205	9	是	2328
294	10:50	万州	东营	2	241	126	是	3915
295	05:30	香港	天津	1	58	13	是	2473
296	08:10	重庆	澜沧	4	200	192	是	2224
297	23:50	衡阳	固原	4	177	19	是	3869
298	02:20	常州	保山	2	220	138	是	3801
299	23:10	康定	神农架	6	72	28	是	1047
300	22:10	鞍山	琼海	1	183	5	是	117
301	19:40	马祖	格尔木	3	68	0	是	1167
302	07:40	漠河	花莲	5	87	58	是	3041
303	08:00	日照	长沙	1	66	31	是	2586
304	13:30	澳门	常州	4	208	193	是	1685
305	19:30	温州	乌兰察布	2	121	53	是	2958
306	10:00	赤峰	淮安	3	58	3	是	2508
307	09:50	宁波	沧源	6	141	92	是	2570
308	06:30	沧源	巫山	6	110	106	是	1407
309	22:50	阿勒泰	安庆	1	134	35	是	1192
310	03:40	高雄	神农架	3	120	90	是	572
311	17:10	乌兰察布	延吉	1	207	167	是	2940
312	08:10	阿勒泰	十堰	6	53	36	是	784
313	21:30	黔江	凯里	2	89	40	是	2081
314	17:00	徐州	宜春	5	94	75	是	2826
315	17:20	广州	新源	1	193	46	是	656
316	12:20	扬州	兴义	5	241	62	是	538
317	16:00	昆明	绵阳	2	166	135	是	573
318	21:00	乌海	朝阳	3	160	19	是	2638
319	16:10	宜昌	伊宁	5	92	66	是	658
320	09:40	泉州	神农架	3	155	70	是	2887
321	14:00	呼伦贝尔	南京	4	52	20	是	2837
322	14:50	伊春	巴彦淖尔	2	169	22	是	593
323	07:00	巫山	吐鲁番	5	114	13	是	1383
324	16:30	五大连池	伊宁	7	52	37	是	3546
325	08:30	荔波	哈密	6	72	6	是	3579
326	13:50	呼和浩特	宁波	5	119	39	是	2022
327	05:10	秦皇岛	赤峰	2	55	11	是	2007
328	09:20	巫山	淮安	1	250	132	是	2972
329	13:40	邵阳	黄山	1	106	84	是	2445
330	17:00	衡阳	上海	2	106	83	是	3268
331	03:00	忻州	喀什	4	183	116	是	2444
332	19:40	北海	昆明	3	81	62	是	2360
333	14:20	阿里	南阳	3	194	80	是	379
334	11:10	洛阳	库车	1	145	72	是	2374
335	09:00	琼海	汉中	3	123	30	是	3350
336	07:50	邯郸	武夷山	2	219	6	是	1163
337	02:50	潍坊	湛江	7	73	36	是	3266
338	19:10	长春	乌兰察布	3	212	96	是	1924
339	22:10	太原	凯里	5	59	20	是	394
340	12:00	琼海	抚远	1	54	46	是	1293
341	10:40	怀化	乌海	3	89	88	是	104
342	08:20	白城	阿勒泰	1	202	180	是	2960
343	19:50	花莲	泉州	5	239	209	是	3711
344	03:40	乌拉特中	伊春	5	88	30	是	441
345	21:20	西昌	抚远	1	59	58	是	998
346	10:00	遵义	芜湖	7	246	229	是	781
347	23:10	赤峰	海拉尔	1	73	37	是	927
348	03:30	揭阳	普洱	1	181	134	是	278
349	12:00	台南	台北	5	186	85	是	1384
350	03:20	河池	武夷山	1	208	144	是	2667
351	11:00	南竿	海口	2	153	105	是	2695
352	21:20	南宁	广州	3	50	3	是	1691
353	07:20	扎兰屯	乌拉特中	3	114	5	是	3522
354	00:00	凯里	康定	5	125	42	是	2916
355	14:40	嘉义	北海	7	59	13	是	2879
356	09:00	赣州	和田	3	51	1	是	1346
357	05:00	克拉玛依	西双版纳	2	104	0	是	787
358	04:40	固原	普洱	4	242	176	是	2283
359	01:20	海口	合肥	1	211	116	是	186
360	14:50	连云港	普洱	3	82	42	是	3132
361	23:10	安庆	张家界	1	106	96	是	2536
362	13:00	长沙	北京	5	224	123	是	3785
363	04:10	扎兰屯	巫山	7	134	122	是	2423
364	05:30	达州	呼和浩特	1	152	124	是	1190
365	04:40	呼伦贝尔	嘉峪关	1	59	13	是	382
366	11:30	贵阳	喀什	1	85	4	是	3935
367	22:50	三明	林芝	2	189	123	是	3492
368	13:10	桂林	漠河	4	215	32	是	887
369	05:20	榆林	湛江	1	159	137	是	401
370	07:20	连云港	广元	7	235	231	是	3985
371	15:40	锦州	泸州	1	245	221	是	1634
372	07:20	济南	乌兰察布	7	197	76	是	2603
373	02:50	塔城	河池	1	135	7	是	1202
374	09:50	荔波	张掖	1	90	62	是	408
375	09:10	哈密	克拉玛依	5	68	11	是	3934
376	10:50	沧源	宜宾	1	58	30	是	2698
377	10:00	安顺	扬州	2	90	51	是	3096
378	08:10	夏河	伊春	4	80	56	是	1454
379	09:50	五大连池	武夷山	5	70	51	是	2208
380	23:20	湛江	广元	1	95	58	是	1514
381	13:00	巫山	红原	4	97	28	是	1413
382	04:30	庆阳	杭州	2	65	2	是	3352
383	10:10	佳木斯	龙岩	3	62	60	是	1777
384	21:50	无锡	哈尔滨	7	235	115	是	3168
2021 12 2 276
385	15:30	台北	连云港	1	249	77	是	312
386	17:40	通化	深圳	6	213	41	是	2608
387	06:40	迪庆	邯郸	2	186	160	是	3493
388	12:10	太原	泸州	6	166	165	是	3110
389	13:20	西昌	潍坊	6	239	64	是	3427
390	16:40	三亚	吐鲁番	2	55	39	是	1239
391	14:00	澳门	阿里	6	61	43	是	305
392	14:50	澳门	长春	2	170	91	是	731
393	09:00	牡丹江	林芝	2	82	75	是	1576
394	14:30	北海	西安	7	194	0	是	1670
395	23:50	达州	和田	4	127	0	是	889
396	11:00	昆明	昭通	2	248	94	是	203
397	18:30	呼伦贝尔	敦煌	5	227	222	是	2579
398	12:00	朝阳	永州	4	145	74	是	258
399	02:50	库尔勒	扎兰屯	5	82	71	是	3094
400	19:20	松原	南竿	6	243	205	是	2015
401	00:40	马公	银川	5	162	121	是	3275
402	09:20	南竿	连云港	2	87	23	是	1625
403	22:10	赣州	南昌	1	238	65	是	270
404	07:50	嘉峪关	松原	7	131	118	是	3681
405	04:10	朝阳	新源	4	181	70	是	1529
406	05:40	延安	漠河	7	223	133	是	176
407	03:40	呼和浩特	青岛	5	139	126	是	1277
408	05:50	阿拉善右	扎兰屯	4	250	123	是	3738
409	05:50	临沂	呼伦贝尔	2	71	19	是	230
410	01:30	梅州	鸡西	6	249	4	是	3341
411	18:20	石家庄	丽江	4	56	26	是	3793
412	08:00	布尔津	西安	5	73	6	是	2506
413	04:20	济南	丹东	5	145	108	是	3290
414	12:10	康定	巴彦淖尔	4	138	91	是	2812
415	10:10	芜湖	十堰	6	80	46	是	2722
416	21:00	十堰	保山	3	173	86	是	570
417	23:00	莎车	唐山	7	73	53	是	403
418	22:10	广元	常州	3	87	66	是	165
419	11:10	固原	海口	2	76	0	是	3513
420	22:00	石家庄	万州	5	205	119	是	3542
421	16:50	乌海	庆阳	7	141	53	是	110
422	15:30	攀枝花	台北	2	50	40	是	1603
423	14:00	石河子	芒市	1	234	96	是	635
424	18:20	安顺	揭阳	3	61	41	是	1289
425	14:10	赣州	武隆	6	103	83	是	1855
426	00:10	泸州	阿里	1	58	17	是	2189
427	10:40	通辽	柳州	1	99	8	是	2346
428	10:20	深圳	阜阳	5	133	35	是	2232
429	02:10	济宁	阿拉善左	2	101	18	是	2704
430	16:10	厦门	宜昌	1	98	55	是	1610
431	23:30	张掖	塔城	4	109	21	是	402
432	13:40	安顺	红原	4	171	84	是	2287
433	19:30	马祖	遵义	6	112	52	是	1307
434	16:50	临沂	三亚	1	59	17	是	1438
435	06:40	扬州	襄阳	1	81	50	是	348
436	11:40	哈尔滨	临沂	7	199	43	是	680
437	01:00	吐鲁番	遵义	7	137	30	是	1999
438	15:30	泸州	鸡西	1	88	79	是	269
439	14:30	昆明	齐齐哈尔	1	173	14	是	749
440	12:00	毕节	大理	7	189	26	是	2618
441	21:20	朝阳	湛江	7	59	0	是	1579
442	21:50	芒市	临沂	1	158	127	是	963
443	23:20	石家庄	榆林	3	86	83	是	436
444	09:40	克拉玛依	武汉	2	112	100	是	610
445	13:40	保山	武汉	5	202	90	是	1669
446	18:50	满洲里	池州	2	224	94	是	2643
447	09:50	高雄	金门	7	186	40	是	123
448	17:50	广州	信阳	2	210	149	是	1915
449	20:00	厦门	沈阳	1	71	69	是	1874
450	07:00	菏泽	克拉玛依	4	203	105	是	492
451	21:20	天水	杭州	5	133	5	是	1147
452	13:50	巫山	湛江	7	86	22	是	2607
453	23:10	兴义	陇南	4	96	54	是	344
454	19:00	恩施	巫山	5	148	25	是	2926
455	18:50	张家界	库车	6	226	102	是	2469
456	19:30	惠州	呼伦贝尔	7	57	28	是	3231
457	08:10	克拉玛依	额济纳旗	5	55	44	是	1013
458	14:00	天津	丽江	7	135	20	是	1655
459	01:00	花土沟	阿拉善右	1	84	58	是	3675
460	21:40	银川	海口	4	95	36	是	392
461	14:50	邯郸	金门	4	213	199	是	3316
462	17:10	柳州	玉树	1	213	23	是	659
463	17:00	昆明	桂林	7	52	24	是	3954
464	19:20	义乌	湛江	6	213	153	是	2202
465	01:50	迪庆	南充	2	66	38	是	2956
466	11:30	鸡西	衢州	3	90	56	是	1699
467	10:30	营口	澜沧	7	84	3	是	1037
468	19:50	兴义	张家口	3	54	7	是	2552
469	10:40	宜宾	梅州	6	112	99	是	3696
470	20:20	腾冲	上海	6	75	57	是	2800
471	20:00	邵阳	兴义	1	132	59	是	2443
472	23:00	兴义	深圳	5	226	145	是	1119
473	08:40	敦煌	义乌	1	97	25	是	3285
474	13:10	大理	上饶	1	98	56	是	3013
475	08:20	成都	荔波	5	121	90	是	2431
476	14:40	长春	梧州	4	246	208	是	3567
477	11:40	黎平	广州	1	151	4	是	2014
478	05:40	忻州	遵义	5	126	118	是	2408
479	05:10	丽江	吐鲁番	4	88	61	是	1804
480	01:50	三明	金昌	6	241	95	是	378
481	04:30	吐鲁番	天水	1	240	161	是	440
482	12:40	台南	和田	1	108	82	是	2085
483	03:50	荆门	西双版纳	5	90	61	是	2390
484	07:20	昭通	大庆	5	174	33	是	782
485	02:00	襄阳	绵阳	5	77	3	是	902
486	03:10	塔城	朝阳	4	234	112	是	162
487	19:20	呼伦贝尔	霍林郭勒	1	72	22	是	1521
488	00:30	杭州	盐城	1	81	66	是	2272
489	13:40	珠海	沈阳	1	63	56	是	2764
490	08:00	芒市	和田	1	211	79	是	3785
491	03:00	嘉义	普洱	6	53	38	是	3833
492	13:20	邯郸	日照	1	72	7	是	2402
493	14:10	信阳	邯郸	2	234	189	是	891
494	22:30	乌兰察布	阿拉善右	5	137	97	是	1120
495	06:40	达州	唐山	6	173	86	是	1462
496	20:10	神农架	三明	3	242	28	是	3954
497	04:40	九寨沟	衢州	2	83	15	是	696
498	10:20	漠河	邯郸	2	192	24	是	2121
499	17:40	康定	九江	1	143	112	是	2814
500	00:00	武汉	恩施	3	94	18	是	2529
501	07:50	郑州	连云港	1	94	84	是	3854
502	06:10	海口	金昌	1	194	150	是	241
503	22:00	嘉峪关	夏河	5	140	59	是	3593
504	14:50	三亚	石家庄	1	146	71	是	2957
505	16:40	宜昌	乌鲁木齐	5	70	54	是	1060
506	01:00	乌海	百色	5	69	1	是	1962
507	20:00	景德镇	和田	4	248	238	是	2250
508	08:00	丽江	六盘水	1	74	41	是	1368
509	05:30	济南	阿拉善左	1	114	88	是	1559
510	19:20	威海	腾冲	3	81	26	是	1064
511	12:20	呼和浩特	贵阳	5	186	96	是	3780
512	13:20	荆门	恩施	6	139	34	是	3677
513	17:20	湛江	巴彦淖尔	2	102	42	是	575
514	21:10	九江	十堰	1	64	27	是	1316
515	13:00	张掖	芒市	1	122	53	是	1438
516	05:50	兰州	汉中	7	127	77	是	1782
517	01:50	莎车	加格达奇	2	156	68	是	1399
518	22:20	阿勒泰	若羌	1	130	88	是	1788
519	15:40	安顺	芜湖	6	250	137	是	1507
520	01:00	莎车	塔城	5	69	17	是	3646
521	15:20	阜阳	合肥	1	61	6	是	2063
522	07:40	迪庆	北京	7	96	93	是	1053
523	10:20	拉萨	南京	6	232	147	是	152
524	16:20	高雄	丽江	7	74	24	是	734
525	18:10	伊宁	衡阳	4	86	71	是	3145
526	22:10	马祖	广州	6	131	28	是	3470
527	15:40	花莲	松原	1	231	94	是	643
528	10:50	百色	阿里	5	156	61	是	777
529	02:40	义乌	深圳	6	163	51	是	725
530	05:50	杭州	乌兰浩特	5	113	80	是	2421
531	05:30	香港	抚远	6	70	7	是	631
532	08:50	芒市	台中	1	81	19	是	2809
533	00:00	福州	陇南	7	55	36	是	1428
534	03:40	阿拉善左	沧源	5	79	74	是	3550
535	04:10	乌兰浩特	深圳	5	95	86	是	3914
536	17:50	芜湖	大连	7	211	56	是	605
537	03:30	富蕴	南充	7	215	199	是	3382
538	01:00	大连	长治	5	92	19	是	2288
539	05:10	三明	义乌	6	87	1	是	3611
540	21:00	乌兰浩特	威海	2	107	77	是	1729
541	11:50	台北	邵阳	4	242	26	是	118
542	22:40	昌都	花莲	6	124	11	是	3086
543	15:00	巴彦淖尔	鞍山	2	214	126	是	1665
544	21:20	日喀则	佳木斯	1	191	66	是	3525
545	01:20	连云港	菏泽	1	120	38	是	2755
546	10:40	义乌	丹东	6	71	5	是	2663
547	18:40	荆门	宜昌	1	216	151	是	3525
