班次	起飞时间	起点站	终点站	飞行时间	额定载量	已订票	是否起飞	价格
166	19:00	信阳	南通	7	236	101	否	1178
167	06:30	常州	腾冲	3	164	127	是	2722
168	13:10	南昌	格尔木	1	168	157	是	3732
169	04:20	白城	澳门	5	220	110	是	1665
170	11:00	台中	揭阳	2	59	18	是	1411
171	20:40	莎车	嘉峪关	6	105	4	否	2271
172	08:50	宜昌	河池	1	239	215	是	1772
173	02:50	莎车	烟台	2	171	54	是	910
174	10:40	呼和浩特	六盘水	2	77	64	是	3593
175	04:20	三明	铜仁	6	186	183	是	355
176	06:00	哈密	巫山	1	95	23	是	3238
177	05:50	兰州	九寨沟	1	58	49	是	3402
178	09:30	青岛	杭州	5	62	54	是	1241
179	04:00	霍林郭勒	祁连	5	250	178	是	2675
180	07:50	马祖	秦皇岛	2	135	17	是	3920
181	21:30	三亚	佛山	1	182	177	否	1494
182	22:10	宜宾	和田	5	127	51	否	1185
183	14:40	桂林	大同	2	215	60	否	3480
184	03:40	九寨沟	日照	3	94	68	是	1681
185	10:30	张家口	西双版纳	4	190	117	是	852
186	19:20	成都	南昌	1	54	29	否	319
187	00:00	唐山	果洛	5	98	40	是	1567
188	18:30	龙岩	塔城	4	171	5	否	3692
189	04:50	大理	连云港	2	245	26	是	2168
190	06:20	十堰	盐城	1	243	167	是	188
191	12:40	保山	玉树	6	156	133	是	2564
192	04:30	上海	腾冲	4	61	47	是	150
193	04:00	且末	海口	1	196	138	是	962
194	17:20	花土沟	日喀则	4	214	159	否	967
195	17:20	石河子	合肥	5	218	84	否	3126
196	02:20	松原	北海	5	50	48	是	1606
197	08:40	桂林	西宁	2	239	188	是	546
198	11:10	吕梁	南昌	4	201	184	是	3776
199	14:50	百色	合肥	3	125	52	否	1978
200	18:50	稻城	迪庆	6	59	46	否	114
201	17:00	长治	建三江	5	61	45	否	3057
202	12:30	秦皇岛	加格达奇	1	89	72	是	3608
203	13:10	通辽	张家口	6	69	67	是	1633
204	13:20	荆州	连云港	7	70	60	是	3322
205	07:00	呼和浩特	东营	2	60	53	是	904
206	20:20	五大连池	阿拉善右	1	73	40	否	1620
207	05:20	宜昌	南昌	7	53	28	是	3433
208	12:10	文山	安庆	1	92	85	是	2660
209	11:20	宜昌	高雄	2	232	92	是	2082
210	02:20	莎车	格尔木	5	61	18	是	283
211	06:40	太原	张家界	7	69	56	是	508
212	05:50	迪庆	且末	2	58	40	是	2114
213	03:50	锦州	临沧	3	60	14	是	1617
214	00:20	九寨沟	黎平	5	161	23	是	3374
215	08:40	博乐	黎平	4	168	83	是	3299
216	10:00	巴彦淖尔	香港	3	100	68	是	495
217	09:30	宜春	马公	7	218	167	是	602
218	14:20	襄阳	济南	1	104	0	是	1698
219	11:00	潍坊	张掖	1	77	61	是	2792
220	09:40	鄂尔多斯	三亚	4	163	33	是	2883
221	20:00	龙岩	天水	4	137	101	否	1441
222	10:20	徐州	松原	1	84	44	是	1649
223	15:20	威海	合肥	1	86	36	否	145
224	20:20	泸州	石家庄	6	51	40	否	1947
225	03:30	柳州	二连浩特	4	76	59	是	3083
226	05:10	兰州	梅州	6	84	1	是	653
227	12:30	庆阳	芒市	1	211	92	是	3905
228	10:00	西双版纳	怀化	7	173	19	是	2145
229	08:10	日喀则	伊春	6	79	42	是	1029
230	23:20	北京	烟台	6	121	47	否	1440
231	11:00	西宁	西安	7	137	115	是	523
232	02:20	巴中	腾冲	1	108	66	是	1244
233	02:20	洛阳	连云港	1	68	14	是	3330
234	16:10	哈密	五大连池	3	201	152	否	1572
235	10:30	武隆	济宁	2	142	139	是	1366
236	06:30	连云港	怀化	2	87	59	是	1559
237	17:40	万州	宜春	7	135	66	否	1620
238	17:20	延安	保山	3	53	9	否	118
239	18:00	富蕴	临汾	4	63	13	否	3964
240	13:50	常州	万州	4	216	149	是	3474
241	21:10	锦州	永州	7	250	247	否	1047
242	08:10	包头	迪庆	1	221	160	是	1257
243	12:20	武汉	大理	4	76	26	是	116
244	07:30	百色	桂林	5	160	69	是	2402
245	22:10	长沙	西宁	1	54	47	否	3106
246	23:20	上海	大连	1	146	141	否	2677
247	06:10	琼海	梧州	2	80	1	是	1214
248	04:30	和田	黑河	7	73	51	是	583
249	12:30	康定	南通	5	132	10	是	3561
250	12:30	莎车	昆明	5	169	36	是	1652
251	10:10	白山	承德	6	136	102	是	2436
252	20:30	台东	义乌	1	60	58	否	811
253	07:00	永州	北京	3	186	176	是	243
254	17:00	泸州	长春	6	81	43	否	2488
255	07:40	惠州	西安	1	55	12	是	267
256	15:40	六盘水	延吉	3	150	34	否	2422
257	15:00	上饶	长治	3	71	7	否	295
258	05:50	温州	沧源	3	187	113	是	3559
259	04:10	舟山	富蕴	1	176	164	是	2986
260	22:40	包头	徐州	5	245	101	否	2825
261	12:10	鸡西	上海	5	68	29	是	166
262	07:20	石河子	北海	4	74	42	是	3786
263	19:30	文山	德令哈	7	142	83	否	2453
264	07:00	合肥	南竿	7	146	115	是	2456
265	06:30	乌拉特中	长治	1	181	80	是	196
266	01:50	西安	延吉	1	236	68	是	3400
267	11:00	南竿	信阳	3	79	75	是	1564
268	19:20	富蕴	芒市	1	196	20	否	580
269	22:50	香港	临沧	1	87	75	否	2392
270	02:50	达州	伊宁	2	146	95	是	3941
271	20:20	达州	富蕴	5	84	79	否	521
272	03:00	岳阳	布尔津	3	56	52	是	253
273	02:00	宜昌	秦皇岛	1	52	2	是	1910
274	18:50	扎兰屯	烟台	7	95	88	否	2738
275	22:50	池州	昭通	6	178	148	否	833
276	21:30	十堰	襄阳	5	130	45	否	3357
277	12:00	吕梁	青岛	3	105	19	是	2055
278	09:50	黑河	乌兰察布	1	135	52	是	3948
279	01:40	克拉玛依	日喀则	4	132	131	是	1321
280	19:30	常州	塔城	7	55	12	否	2802
281	10:50	上饶	西安	7	123	87	是	3541
282	23:10	巴彦淖尔	西双版纳	6	216	10	否	3517
283	13:40	河池	澜沧	1	118	66	是	593
284	03:40	鄂尔多斯	抚远	1	157	81	是	810
285	22:50	额济纳旗	延吉	6	108	10	否	1149
286	04:20	白城	临沧	7	99	77	是	1179
287	10:10	花莲	锡林浩特	3	119	0	是	2565
288	15:50	黑河	兴义	4	137	0	否	1670
289	14:30	邵阳	潍坊	6	112	49	否	693
290	00:00	西宁	德令哈	4	50	19	是	1018
291	16:50	锡林浩特	果洛	4	192	52	否	1983
292	22:00	桂林	池州	6	93	70	否	2219
293	12:40	阿拉善左	临沧	1	60	22	是	3572
294	04:50	西昌	格尔木	6	79	42	是	626
295	16:20	松原	百色	3	246	65	否	621
296	23:50	加格达奇	沈阳	1	51	41	否	3085
297	07:30	石河子	赤峰	6	117	59	是	1454
298	22:20	怀化	阜阳	3	86	77	否	1185
299	00:50	襄阳	德令哈	7	85	49	是	2324
300	12:10	秦皇岛	拉萨	3	123	24	是	3721
301	07:10	郑州	额济纳旗	5	133	127	是	176
302	23:50	池州	加格达奇	5	82	34	否	3664
303	17:00	西昌	常州	2	56	24	否	2722
304	12:40	杭州	常州	6	56	24	是	2614
305	12:30	南昌	哈尔滨	5	221	167	是	3247
306	16:00	宜宾	银川	3	52	12	否	1580
307	04:30	吐鲁番	邯郸	3	239	113	是	3516
308	23:30	成都	海拉尔	1	187	144	否	2594
309	14:00	秦皇岛	且末	1	92	88	是	1800
310	07:20	台北	阿里	4	97	82	是	2523
311	23:50	莎车	通辽	2	77	46	否	2956
312	21:40	池州	临汾	3	75	53	否	3245
313	13:10	松原	朝阳	5	97	93	是	2158
314	22:30	抚远	临沂	2	187	121	否	2627
315	20:00	宜昌	乌拉特中	7	190	177	否	598
316	14:50	神农架	金门	6	182	79	否	3736
317	17:30	河池	南充	4	209	107	否	255
318	19:20	大理	琼海	4	82	69	否	3337
319	09:50	菏泽	佛山	2	230	75	是	552
320	02:30	邯郸	南宁	1	229	70	是	546
321	10:00	庆阳	柳州	5	151	150	是	373
322	16:30	汉中	宁波	2	80	41	否	1887
323	08:40	邯郸	厦门	3	228	15	是	233
324	18:40	稻城	夏河	4	150	129	否	1183
325	16:20	石河子	十堰	1	210	49	否	1820
326	20:00	天水	佛山	4	177	38	否	2339
327	08:50	花土沟	西昌	3	138	131	是	3125
328	04:30	信阳	邵阳	7	54	37	是	3225
329	20:10	湛江	台州	6	183	0	否	1976
330	07:00	广州	汉中	2	107	99	是	3784
331	01:10	昆明	上饶	1	239	207	是	2980
332	09:00	红原	中卫	2	175	89	是	3076
333	12:40	石家庄	嘉峪关	5	104	26	是	2008
334	01:10	永州	高雄	4	52	50	是	140
335	11:20	和田	湛江	3	97	10	是	1140
336	02:50	大理	台东	5	145	9	是	1889
337	17:00	西宁	邵阳	7	198	114	否	1913
338	18:10	遵义	温州	2	172	38	否	1879
339	06:30	迪庆	梧州	5	90	50	是	2738
340	21:30	柳州	汉中	1	72	53	否	2689
341	20:10	喀什	成都	2	83	54	否	3956
342	02:30	长春	芜湖	4	110	53	是	3256
343	10:00	红原	梧州	4	71	20	是	2211
344	12:40	乌拉特中	九寨沟	3	102	45	是	1247
345	11:50	昌都	富蕴	1	70	64	是	1989
346	01:20	博乐	德令哈	2	99	45	是	597
347	23:30	梅州	柳州	2	180	165	否	2548
348	05:20	敦煌	黑河	7	166	8	是	922
349	08:00	黑河	梧州	7	205	203	是	2416
350	23:30	黑河	霍林郭勒	5	208	146	否	3538
351	21:10	银川	福州	5	143	120	否	806
352	18:40	铜仁	攀枝花	2	232	81	否	1625
353	18:50	阿拉善左	东营	1	131	45	否	3429
354	20:50	恩施	百色	3	131	79	否	2260
355	20:00	忻州	佳木斯	7	224	62	否	1831
356	02:00	深圳	夏河	5	144	25	是	3054
357	09:40	加格达奇	琼海	4	184	89	是	526
358	08:30	邯郸	永州	6	98	94	是	2737
359	20:20	南通	忻州	6	62	46	否	536
360	12:00	锦州	保山	1	96	73	是	3733
361	04:30	荔波	哈尔滨	2	231	192	是	3278
362	03:40	三亚	日喀则	4	103	11	是	2530
363	22:20	乌鲁木齐	神农架	4	196	13	否	3626
364	10:50	广州	和田	4	68	34	是	2739
365	21:50	长春	乌兰浩特	2	192	101	否	1041
366	06:10	南宁	银川	7	63	57	是	1468
367	16:50	日照	日喀则	1	200	5	否	3872
368	03:00	二连浩特	固原	1	191	110	是	2176
369	11:10	连云港	东营	4	86	41	是	1242
370	23:50	台东	烟台	5	246	146	否	2970
371	19:00	阿拉善左	运城	2	162	75	否	3354
372	07:10	锡林浩特	兴义	4	218	84	是	3738
373	22:10	赤峰	郑州	1	170	93	否	3857
374	16:00	柳州	荔波	1	118	99	否	1483
375	00:00	襄阳	潍坊	2	206	120	是	3183
376	14:00	花土沟	海拉尔	7	77	1	是	904
377	22:50	武夷山	九寨沟	6	185	101	否	646
378	23:20	武夷山	台东	7	246	103	否	763
379	22:00	腾冲	鸡西	1	82	9	否	3296
380	08:10	贵阳	大同	3	74	39	是	466
381	11:00	腾冲	珠海	6	63	22	是	2966
382	06:10	常德	湛江	2	57	25	是	2635
383	20:50	南充	琼海	4	214	91	否	179
384	05:40	阿勒泰	日照	7	112	79	是	1003
385	21:00	康定	遵义	1	221	62	否	435
386	20:40	岳阳	连云港	1	107	30	否	1472
387	12:00	上饶	大连	6	61	42	是	2870
388	14:10	黎平	嘉峪关	3	219	0	是	683
389	13:50	稻城	张掖	4	62	40	是	2266
390	00:20	朝阳	阿尔山	3	121	84	是	3437
391	05:20	神农架	汉中	6	199	40	是	1712
392	17:40	昆明	宁波	7	246	138	否	702
393	01:30	衢州	台中	2	205	173	是	3936
394	20:10	腾冲	珠海	2	179	157	否	759
395	07:50	运城	张掖	5	123	7	是	1118
396	23:40	昌都	武汉	3	147	97	否	2806
397	02:50	五大连池	河池	3	226	151	是	511
398	07:10	重庆	白山	5	168	125	是	3740
399	01:30	花莲	金门	1	93	16	是	530
400	17:20	扎兰屯	伊宁	7	85	63	否	3569
401	09:00	宜宾	舟山	5	192	169	是	2091
402	17:00	天津	佛山	5	191	120	否	947
403	13:40	井冈山	永州	3	94	34	是	700
404	21:10	腾冲	安顺	3	238	34	否	2593
405	04:00	池州	舟山	1	132	50	是	177
406	10:40	克拉玛依	鄂尔多斯	1	199	65	是	1298
407	10:30	临沂	鸡西	4	60	37	是	1966
408	05:30	常州	丽江	7	80	41	是	3070
409	21:50	泸州	马祖	1	59	56	否	1467
410	18:40	景德镇	扎兰屯	7	105	39	否	3220
411	08:40	六盘水	台州	2	213	97	是	2176
412	15:40	阿里	花莲	4	213	38	否	2461
413	02:50	铜仁	银川	1	202	40	是	2000
414	01:30	南宁	文山	2	59	15	是	725
415	08:30	烟台	黑河	7	247	111	是	2008
416	05:50	兴义	攀枝花	1	200	121	是	294
417	21:50	郑州	鸡西	3	135	27	否	1009
418	07:30	哈尔滨	十堰	2	63	22	是	3619
419	16:00	石河子	凯里	2	170	16	否	2687
420	14:30	阿尔山	杭州	4	89	33	否	2168
421	13:50	昌都	邵阳	1	87	3	是	3134
422	13:20	巫山	玉树	5	190	21	是	3012
423	01:50	满洲里	东营	2	164	15	是	2747
424	17:30	达州	拉萨	1	144	11	否	709
425	18:30	阿里	二连浩特	7	95	80	否	802
426	09:10	临汾	大理	5	51	30	是	186
427	11:30	遵义	西宁	1	212	137	是	2032
428	16:30	宜宾	太原	6	226	129	否	3373
429	19:00	十堰	日照	7	85	69	否	3754
430	20:20	抚远	沧源	1	97	35	否	2292
431	23:10	芒市	北京	6	57	34	否	932
432	10:30	张掖	长沙	2	158	59	是	1402
433	10:30	邵阳	洛阳	2	95	15	是	3033
434	15:10	阿里	建三江	1	200	44	否	666
435	11:20	格尔木	巴彦淖尔	1	157	30	是	391
436	15:10	东营	太原	7	138	78	否	3351
437	22:00	沈阳	伊宁	7	99	42	否	2995
438	08:50	泸州	佳木斯	4	184	126	是	2798
439	09:20	文山	绵阳	2	179	103	是	2656
440	15:30	忻州	深圳	4	52	14	否	2321
441	07:50	通化	荔波	6	96	22	是	3785
442	17:40	锡林浩特	东营	3	208	205	否	3302
443	23:10	临汾	杭州	1	77	49	否	3286
444	18:20	南竿	池州	1	161	74	否	2242
445	14:40	文山	乌拉特中	7	111	107	否	3614
446	01:50	衡阳	丹东	7	195	98	是	1142
447	07:20	布尔津	珠海	6	71	35	是	2387
448	09:30	邵阳	石河子	5	186	138	是	2074
449	01:10	石家庄	南通	2	93	63	是	483
450	07:00	福州	营口	7	54	45	是	794
451	08:50	牡丹江	保山	1	77	12	是	2136
452	02:50	连云港	丽江	2	86	34	是	2083
453	09:20	和田	舟山	7	189	138	是	3985
454	05:30	宜宾	泸州	3	69	36	是	3079
455	17:20	霍林郭勒	十堰	2	100	95	否	3736
456	06:30	南竿	衢州	7	58	20	是	608
457	14:30	台南	重庆	7	221	76	否	1975
458	18:10	库车	吕梁	3	176	118	否	3087
459	20:40	湛江	果洛	2	181	16	否	3981
460	05:50	铜仁	临沂	4	110	104	是	532
461	17:40	阿拉善左	天津	1	201	91	否	382
462	06:00	无锡	嘉义	7	117	53	是	1218
463	16:50	天水	营口	7	59	26	否	2693
464	16:30	万州	丹东	1	125	62	否	3772
465	08:10	黎平	昭通	3	61	30	是	1683
466	01:30	莎车	黄山	7	102	68	是	1462
467	05:40	抚远	贵阳	2	191	104	是	241
468	05:50	唐山	金昌	6	136	38	是	587
469	21:20	大连	达州	1	50	41	否	3183
470	19:20	海拉尔	夏河	3	151	51	否	1315
471	03:50	台南	岳阳	4	63	12	是	587
472	06:20	白山	嘉峪关	4	213	16	是	271
473	14:10	百色	黎平	1	89	44	是	454
474	12:30	鸡西	石家庄	4	133	44	是	1864
475	10:40	上饶	荔波	3	80	53	是	1959
476	09:30	花莲	榆林	1	137	45	是	665
477	05:20	柳州	日喀则	2	98	88	是	3142
478	12:30	徐州	哈尔滨	1	242	224	是	3983
479	18:20	安庆	青岛	1	155	123	否	1411
480	00:40	东营	德令哈	6	89	46	是	3197
481	08:00	琼海	昆明	6	148	90	是	3715
482	19:00	果洛	漠河	1	97	78	否	1854
483	12:50	台东	锦州	5	166	88	是	551
484	18:30	锡林浩特	池州	4	64	10	否	2044
485	09:00	乌兰察布	佛山	3	233	113	是	153
486	09:40	舟山	烟台	5	54	26	是	2211
487	06:10	阿里	常德	6	87	45	是	773
488	23:50	通辽	荆门	1	143	45	否	1253
489	07:30	威海	果洛	3	61	18	是	2787
490	07:10	日照	固原	5	81	54	是	1855
491	01:10	漠河	汉中	6	108	34	是	2301
492	14:40	赤峰	金昌	7	105	98	否	1621
493	10:30	万州	乌拉特中	5	189	61	是	973
494	11:20	陇南	博乐	2	184	37	是	1375
495	22:50	芒市	花莲	4	154	29	否	385
496	09:20	保山	温州	4	93	7	是	3531
497	18:00	石家庄	呼和浩特	1	135	77	否	1378
498	06:20	唐山	海口	3	228	88	是	3430
499	11:10	嘉义	桂林	1	112	11	是	1867
500	07:50	攀枝花	敦煌	2	62	55	是	3916
501	15:30	高雄	临沂	7	180	12	否	736
502	09:30	哈密	襄阳	7	182	115	是	2467
503	02:20	襄阳	中卫	2	82	30	是	615
504	16:40	衡阳	通辽	1	140	7	否	3497
505	09:20	连云港	乌鲁木齐	7	68	65	是	2813
506	10:50	张掖	潍坊	1	211	93	是	3002
507	09:50	大理	澳门	2	175	66	是	3810
508	20:00	荔波	建三江	5	219	28	否	1824
509	16:30	六盘水	成都	1	242	227	否	1439
510	19:40	菏泽	石家庄	5	81	17	否	2099
511	10:00	嘉义	揭阳	1	191	58	是	3936
512	12:10	惠州	南充	3	202	18	是	2237
513	04:10	文山	河池	5	67	3	是	1276
514	03:50	牡丹江	信阳	6	235	140	是	1373
515	11:50	义乌	迪庆	4	164	141	是	2030
516	14:10	台东	祁连	1	230	184	是	1384
517	05:50	琼海	佛山	3	226	124	是	3736
518	02:10	阿拉善右	常德	3	59	58	是	1265
519	14:00	武夷山	芜湖	6	205	95	是	1196
520	19:00	三明	扎兰屯	7	154	125	否	1221
521	04:10	乌兰浩特	鸡西	3	57	1	是	194
522	07:20	贵阳	乌鲁木齐	4	123	92	是	1246
523	18:10	恩施	扎兰屯	7	188	14	否	327
524	19:50	池州	赤峰	5	66	16	否	3494
525	07:30	漠河	贵阳	5	54	45	是	2381
526	12:40	忻州	琼海	1	100	23	是	2097
527	15:00	张家界	朝阳	5	59	15	否	3626
528	15:20	高雄	银川	3	242	196	否	116
529	07:30	玉树	敦煌	2	181	121	是	2211
530	00:50	武隆	六盘水	2	156	78	是	1904
531	13:10	邵阳	荆州	1	228	52	是	1362
532	13:50	德令哈	陇南	2	107	46	是	3912
533	21:10	扬州	佛山	1	166	136	否	3751
534	11:20	赤峰	格尔木	7	104	38	是	167
535	20:10	西安	锦州	4	228	12	否	2836
536	07:50	石河子	齐齐哈尔	1	76	20	是	851
537	07:40	池州	花土沟	1	162	53	是	2953
538	21:30	二连浩特	乌拉特中	1	133	44	否	1290
539	12:10	巴彦淖尔	武隆	4	168	149	是	174
540	11:10	百色	丽江	6	99	72	是	1814
541	15:30	抚远	百色	3	58	51	否	2601
542	06:40	怀化	克拉玛依	6	54	47	是	2069
543	21:20	南京	鄂尔多斯	3	56	50	否	536
544	03:50	二连浩特	丽江	4	52	16	是	811
545	12:40	兴义	新源	1	145	14	是	1264
546	07:20	阿尔山	鄂尔多斯	7	196	72	是	206
547	23:20	上海	赣州	1	75	8	否	3425
548	22:30	东营	天津	3	172	122	否	199
549	13:30	鸡西	呼和浩特	7	71	55	是	3586
